mgi_symbol	ensembl_gene_id	external_gene_name
Sp100	ENSMUSG00000026222	Sp100
Itm2c	ENSMUSG00000026223	Itm2c
4933407L21Rik	ENSMUSG00000026224	4933407L21Rik
Spata3	ENSMUSG00000026226	Spata3
2810459M11Rik	ENSMUSG00000026227	2810459M11Rik
Htr2b	ENSMUSG00000026228	Htr2b
Psmd1	ENSMUSG00000026229	Psmd1
Ncl	ENSMUSG00000026234	Ncl
Epha4	ENSMUSG00000026235	Epha4
Nmur1	ENSMUSG00000026237	Nmur1
Ptma	ENSMUSG00000026238	Ptma
Pde6d	ENSMUSG00000026239	Pde6d
Cops7b	ENSMUSG00000026240	Cops7b
Nppc	ENSMUSG00000026241	Nppc
Farsb	ENSMUSG00000026245	Farsb
Alppl2	ENSMUSG00000026246	Alppl2
Ecel1	ENSMUSG00000026247	Ecel1
Mrpl44	ENSMUSG00000026248	Mrpl44
Serpine2	ENSMUSG00000026249	Serpine2
Chrnd	ENSMUSG00000026251	Chrnd
Chrng	ENSMUSG00000026253	Chrng
Eif4e2	ENSMUSG00000026254	Eif4e2
Efhd1	ENSMUSG00000026255	Efhd1
Snorc	ENSMUSG00000026258	Snorc
Ngef	ENSMUSG00000026259	Ngef
Ndufa10	ENSMUSG00000026260	Ndufa10
Rnpepl1	ENSMUSG00000026269	Rnpepl1
Capn10	ENSMUSG00000026270	Capn10
Gpr35	ENSMUSG00000026271	Gpr35
Agxt	ENSMUSG00000026272	Agxt
Mterf4	ENSMUSG00000026273	Mterf4
Pask	ENSMUSG00000026274	Pask
Ppp1r7	ENSMUSG00000026275	Ppp1r7
Septin2	ENSMUSG00000026276	Septin2
Stk25	ENSMUSG00000026277	Stk25
Bok	ENSMUSG00000026278	Bok
Thap4	ENSMUSG00000026279	Thap4
Atg4b	ENSMUSG00000026280	Atg4b
Dtymk	ENSMUSG00000026281	Dtymk
Ing5	ENSMUSG00000026283	Ing5
Pdcd1	ENSMUSG00000026285	Pdcd1
Inpp5d	ENSMUSG00000026288	Inpp5d
Atg16l1	ENSMUSG00000026289	Atg16l1
Spp2	ENSMUSG00000026295	Spp2
Iqca	ENSMUSG00000026301	Iqca
Mlph	ENSMUSG00000026303	Mlph
Rab17	ENSMUSG00000026304	Rab17
Lrrfip1	ENSMUSG00000026305	Lrrfip1
Scly	ENSMUSG00000026307	Scly
Klhl30	ENSMUSG00000026308	Klhl30
Ilkap	ENSMUSG00000026309	Ilkap
Asb1	ENSMUSG00000026311	Asb1
Cdh7	ENSMUSG00000026312	Cdh7
Hdac4	ENSMUSG00000026313	Hdac4
Serpinb8	ENSMUSG00000026315	Serpinb8
Relch	ENSMUSG00000026319	Relch
Tnfrsf11a	ENSMUSG00000026321	Tnfrsf11a
Serpinb11	ENSMUSG00000026327	Serpinb11
Slco6c1	ENSMUSG00000026331	Slco6c1
Gin1	ENSMUSG00000026333	Gin1
Pam	ENSMUSG00000026335	Pam
Slco6d1	ENSMUSG00000026336	Slco6d1
Ccdc93	ENSMUSG00000026339	Ccdc93
Actr3	ENSMUSG00000026341	Actr3
Slc35f5	ENSMUSG00000026342	Slc35f5
Gpr39	ENSMUSG00000026343	Gpr39
Lypd1	ENSMUSG00000026344	Lypd1
Tmem163	ENSMUSG00000026347	Tmem163
Acmsd	ENSMUSG00000026348	Acmsd
Ccnt2	ENSMUSG00000026349	Ccnt2
Ubxn4	ENSMUSG00000026353	Ubxn4
Lct	ENSMUSG00000026354	Lct
Mcm6	ENSMUSG00000026355	Mcm6
Dars	ENSMUSG00000026356	Dars
Rgs18	ENSMUSG00000026357	Rgs18
Rgs1	ENSMUSG00000026358	Rgs1
Rgs2	ENSMUSG00000026360	Rgs2
Cdc73	ENSMUSG00000026361	Cdc73
Cfh	ENSMUSG00000026365	Cfh
F13b	ENSMUSG00000026368	F13b
Tsn	ENSMUSG00000026374	Tsn
Nifk	ENSMUSG00000026377	Nifk
Tfcp2l1	ENSMUSG00000026380	Tfcp2l1
Epb41l5	ENSMUSG00000026383	Epb41l5
Ptpn4	ENSMUSG00000026384	Ptpn4
Dbi	ENSMUSG00000026385	Dbi
Sctr	ENSMUSG00000026387	Sctr
3110009E18Rik	ENSMUSG00000026388	3110009E18Rik
Steap3	ENSMUSG00000026389	Steap3
Marco	ENSMUSG00000026390	Marco
Nek7	ENSMUSG00000026393	Nek7
Atp6v1g3	ENSMUSG00000026394	Atp6v1g3
Ptprc	ENSMUSG00000026395	Ptprc
Nr5a2	ENSMUSG00000026398	Nr5a2
Cd55	ENSMUSG00000026399	Cd55
Cd55b	ENSMUSG00000026401	Cd55b
Ddx59	ENSMUSG00000026404	Ddx59
C4bp	ENSMUSG00000026405	C4bp
Cacna1s	ENSMUSG00000026407	Cacna1s
Pfkfb2	ENSMUSG00000026409	Pfkfb2
Tmem9	ENSMUSG00000026411	Tmem9
Pkp1	ENSMUSG00000026413	Pkp1
Tnnt2	ENSMUSG00000026414	Tnnt2
Fcamr	ENSMUSG00000026415	Fcamr
Il20	ENSMUSG00000026416	Il20
Pigr	ENSMUSG00000026417	Pigr
Tnni1	ENSMUSG00000026418	Tnni1
Il24	ENSMUSG00000026420	Il24
Csrp1	ENSMUSG00000026421	Csrp1
Gpr37l1	ENSMUSG00000026424	Gpr37l1
Srgap2	ENSMUSG00000026425	Srgap2
Arl8a	ENSMUSG00000026426	Arl8a
Eif2d	ENSMUSG00000026427	Eif2d
Ube2t	ENSMUSG00000026429	Ube2t
Rassf5	ENSMUSG00000026430	Rassf5
Avpr1b	ENSMUSG00000026432	Avpr1b
Rab29	ENSMUSG00000026433	Rab29
Nucks1	ENSMUSG00000026434	Nucks1
Slc45a3	ENSMUSG00000026435	Slc45a3
Elk4	ENSMUSG00000026436	Elk4
Cdk18	ENSMUSG00000026437	Cdk18
Rbbp5	ENSMUSG00000026439	Rbbp5
Nfasc	ENSMUSG00000026442	Nfasc
Lrrn2	ENSMUSG00000026443	Lrrn2
Pik3c2b	ENSMUSG00000026447	Pik3c2b
Chit1	ENSMUSG00000026450	Chit1
Syt2	ENSMUSG00000026452	Syt2
Klhl12	ENSMUSG00000026455	Klhl12
Cyb5r1	ENSMUSG00000026456	Cyb5r1
Adipor1	ENSMUSG00000026457	Adipor1
Ppfia4	ENSMUSG00000026458	Ppfia4
Myog	ENSMUSG00000026459	Myog
Atp2b4	ENSMUSG00000026463	Atp2b4
Tor1aip1	ENSMUSG00000026466	Tor1aip1
Lhx4	ENSMUSG00000026468	Lhx4
Xpr1	ENSMUSG00000026469	Xpr1
Stx6	ENSMUSG00000026470	Stx6
Mr1	ENSMUSG00000026471	Mr1
Glul	ENSMUSG00000026473	Glul
Rgs16	ENSMUSG00000026475	Rgs16
Lamc1	ENSMUSG00000026478	Lamc1
Lamc2	ENSMUSG00000026479	Lamc2
Ncf2	ENSMUSG00000026480	Ncf2
Rgl1	ENSMUSG00000026482	Rgl1
Fam129a	ENSMUSG00000026483	Fam129a
Rnf2	ENSMUSG00000026484	Rnf2
Coq8a	ENSMUSG00000026489	Coq8a
Cdc42bpa	ENSMUSG00000026490	Cdc42bpa
Ahctf1	ENSMUSG00000026491	Ahctf1
Tfb2m	ENSMUSG00000026492	Tfb2m
Kif26b	ENSMUSG00000026494	Kif26b
Efcab2	ENSMUSG00000026495	Efcab2
Parp1	ENSMUSG00000026496	Parp1
Mixl1	ENSMUSG00000026497	Mixl1
Acbd3	ENSMUSG00000026499	Acbd3
Cox20	ENSMUSG00000026500	Cox20
Desi2	ENSMUSG00000026502	Desi2
Sdccag8	ENSMUSG00000026504	Sdccag8
Capn2	ENSMUSG00000026509	Capn2
Trp53bp2	ENSMUSG00000026510	Trp53bp2
Srp9	ENSMUSG00000026511	Srp9
Cnih3	ENSMUSG00000026514	Cnih3
Nvl	ENSMUSG00000026516	Nvl
Tmem63a	ENSMUSG00000026519	Tmem63a
Pycr2	ENSMUSG00000026520	Pycr2
Wdr64	ENSMUSG00000026523	Wdr64
Opn3	ENSMUSG00000026525	Opn3
Fh1	ENSMUSG00000026526	Fh1
Rgs7	ENSMUSG00000026527	Rgs7
Mptx1	ENSMUSG00000026531	Mptx1
Spta1	ENSMUSG00000026532	Spta1
Ifi202b	ENSMUSG00000026535	Ifi202b
Ifi211	ENSMUSG00000026536	Ifi211
Apcs	ENSMUSG00000026542	Apcs
Dusp23	ENSMUSG00000026544	Dusp23
Cfap45	ENSMUSG00000026546	Cfap45
Tagln2	ENSMUSG00000026547	Tagln2
Slamf9	ENSMUSG00000026548	Slamf9
Copa	ENSMUSG00000026553	Copa
Dcaf8	ENSMUSG00000026554	Dcaf8
Vangl2	ENSMUSG00000026556	Vangl2
Uck2	ENSMUSG00000026558	Uck2
Fmo9	ENSMUSG00000026560	Fmo9
Tada1	ENSMUSG00000026563	Tada1
Dusp27	ENSMUSG00000026564	Dusp27
Pou2f1	ENSMUSG00000026565	Pou2f1
Mpzl1	ENSMUSG00000026566	Mpzl1
Adcy10	ENSMUSG00000026567	Adcy10
Mpc2	ENSMUSG00000026568	Mpc2
Dcaf6	ENSMUSG00000026571	Dcaf6
Tbx19	ENSMUSG00000026572	Tbx19
Xcl1	ENSMUSG00000026573	Xcl1
Dpt	ENSMUSG00000026574	Dpt
Nme7	ENSMUSG00000026575	Nme7
Atp1b1	ENSMUSG00000026576	Atp1b1
Blzf1	ENSMUSG00000026577	Blzf1
Ccdc181	ENSMUSG00000026578	Ccdc181
F5	ENSMUSG00000026579	F5
Selp	ENSMUSG00000026580	Selp
Sell	ENSMUSG00000026581	Sell
Sele	ENSMUSG00000026582	Sele
Scyl3	ENSMUSG00000026584	Scyl3
Kifap3	ENSMUSG00000026585	Kifap3
Prrx1	ENSMUSG00000026586	Prrx1
Astn1	ENSMUSG00000026587	Astn1
Sec16b	ENSMUSG00000026589	Sec16b
Tex35	ENSMUSG00000026592	Tex35
Ralgps2	ENSMUSG00000026594	Ralgps2
Abl2	ENSMUSG00000026596	Abl2
Soat1	ENSMUSG00000026600	Soat1
Axdnd1	ENSMUSG00000026601	Axdnd1
Nphs2	ENSMUSG00000026602	Nphs2
Smyd2	ENSMUSG00000026603	Smyd2
Ptpn14	ENSMUSG00000026604	Ptpn14
Cenpf	ENSMUSG00000026605	Cenpf
Kctd3	ENSMUSG00000026608	Kctd3
Ush2a	ENSMUSG00000026609	Ush2a
Esrrg	ENSMUSG00000026610	Esrrg
Spata17	ENSMUSG00000026611	Spata17
Slc30a10	ENSMUSG00000026614	Slc30a10
Eprs	ENSMUSG00000026615	Eprs
Cr2	ENSMUSG00000026616	Cr2
Bpnt1	ENSMUSG00000026617	Bpnt1
Iars2	ENSMUSG00000026618	Iars2
Mark1	ENSMUSG00000026620	Mark1
Mtarc1	ENSMUSG00000026621	Mtarc1
Nek2	ENSMUSG00000026622	Nek2
Lpgat1	ENSMUSG00000026623	Lpgat1
Ppp2r5a	ENSMUSG00000026626	Ppp2r5a
Pacc1	ENSMUSG00000026627	Pacc1
Atf3	ENSMUSG00000026628	Atf3
Batf3	ENSMUSG00000026630	Batf3
Tatdn3	ENSMUSG00000026632	Tatdn3
Angel2	ENSMUSG00000026634	Angel2
Traf5	ENSMUSG00000026637	Traf5
Irf6	ENSMUSG00000026638	Irf6
Lamb3	ENSMUSG00000026639	Lamb3
Plxna2	ENSMUSG00000026640	Plxna2
Usf1	ENSMUSG00000026641	Usf1
Nmt2	ENSMUSG00000026643	Nmt2
Acbd7	ENSMUSG00000026644	Acbd7
Olah	ENSMUSG00000026645	Olah
Suv39h2	ENSMUSG00000026646	Suv39h2
Dclre1c	ENSMUSG00000026648	Dclre1c
Cfap126	ENSMUSG00000026649	Cfap126
Meig1	ENSMUSG00000026650	Meig1
Fam107b	ENSMUSG00000026655	Fam107b
Fcgr2b	ENSMUSG00000026656	Fcgr2b
Frmd4a	ENSMUSG00000026657	Frmd4a
Dusp12	ENSMUSG00000026659	Dusp12
Sephs1	ENSMUSG00000026662	Sephs1
Atf6	ENSMUSG00000026663	Atf6
Phyh	ENSMUSG00000026664	Phyh
Uhmk1	ENSMUSG00000026667	Uhmk1
Ucma	ENSMUSG00000026668	Ucma
Mcm10	ENSMUSG00000026669	Mcm10
Uap1	ENSMUSG00000026670	Uap1
Optn	ENSMUSG00000026672	Optn
Ddr2	ENSMUSG00000026674	Ddr2
Hsd17b7	ENSMUSG00000026675	Hsd17b7
Ccdc3	ENSMUSG00000026676	Ccdc3
Rgs5	ENSMUSG00000026678	Rgs5
Enkur	ENSMUSG00000026679	Enkur
Nuf2	ENSMUSG00000026683	Nuf2
Lmx1a	ENSMUSG00000026686	Lmx1a
Aldh9a1	ENSMUSG00000026687	Aldh9a1
Mgst3	ENSMUSG00000026688	Mgst3
Fmo3	ENSMUSG00000026691	Fmo3
Fmo4	ENSMUSG00000026692	Fmo4
Eef1aknmt	ENSMUSG00000026694	Eef1aknmt
Vamp4	ENSMUSG00000026696	Vamp4
Myoc	ENSMUSG00000026697	Myoc
Pigc	ENSMUSG00000026698	Pigc
Tnfsf4	ENSMUSG00000026700	Tnfsf4
Prdx6	ENSMUSG00000026701	Prdx6
Klhl20	ENSMUSG00000026705	Klhl20
Nsun6	ENSMUSG00000026707	Nsun6
Cenpl	ENSMUSG00000026708	Cenpl
Dars2	ENSMUSG00000026709	Dars2
Mrc1	ENSMUSG00000026712	Mrc1
Serpinc1	ENSMUSG00000026715	Serpinc1
Stam	ENSMUSG00000026718	Stam
Rabgap1l	ENSMUSG00000026721	Rabgap1l
Trdmt1	ENSMUSG00000026723	Trdmt1
Tnn	ENSMUSG00000026725	Tnn
Cubn	ENSMUSG00000026726	Cubn
Rsu1	ENSMUSG00000026727	Rsu1
Vim	ENSMUSG00000026728	Vim
4930562F07Rik	ENSMUSG00000026729	4930562F07Rik
Pter	ENSMUSG00000026730	Pter
4921504E06Rik	ENSMUSG00000026734	4921504E06Rik
Ptf1a	ENSMUSG00000026735	Ptf1a
4930426L09Rik	ENSMUSG00000026736	4930426L09Rik
Pip4k2a	ENSMUSG00000026737	Pip4k2a
Bmi1	ENSMUSG00000026739	Bmi1
Dnajc1	ENSMUSG00000026740	Dnajc1
Mllt10	ENSMUSG00000026743	Mllt10
Plxdc2	ENSMUSG00000026748	Plxdc2
Nek6	ENSMUSG00000026749	Nek6
Psmb7	ENSMUSG00000026750	Psmb7
Nr5a1	ENSMUSG00000026751	Nr5a1
Ppp6c	ENSMUSG00000026753	Ppp6c
Golga1	ENSMUSG00000026754	Golga1
Arpc5l	ENSMUSG00000026755	Arpc5l
Orc4	ENSMUSG00000026761	Orc4
Kif5c	ENSMUSG00000026764	Kif5c
Lypd6b	ENSMUSG00000026765	Lypd6b
Mmadhc	ENSMUSG00000026766	Mmadhc
Mindy3	ENSMUSG00000026767	Mindy3
Itga8	ENSMUSG00000026768	Itga8
Il2ra	ENSMUSG00000026770	Il2ra
Spopl	ENSMUSG00000026771	Spopl
Pfkfb3	ENSMUSG00000026773	Pfkfb3
Potegl	ENSMUSG00000026774	Potegl
Yme1l1	ENSMUSG00000026775	Yme1l1
Prkcq	ENSMUSG00000026778	Prkcq
Mastl	ENSMUSG00000026779	Mastl
Acbd5	ENSMUSG00000026781	Acbd5
Abi2	ENSMUSG00000026782	Abi2
Pdss1	ENSMUSG00000026784	Pdss1
Pkn3	ENSMUSG00000026785	Pkn3
Apbb1ip	ENSMUSG00000026786	Apbb1ip
Gad2	ENSMUSG00000026787	Gad2
Zbtb43	ENSMUSG00000026788	Zbtb43
Odf2	ENSMUSG00000026790	Odf2
Slc2a8	ENSMUSG00000026791	Slc2a8
Lrsam1	ENSMUSG00000026792	Lrsam1
Fam129b	ENSMUSG00000026796	Fam129b
Stxbp1	ENSMUSG00000026797	Stxbp1
Coq4	ENSMUSG00000026798	Coq4
Med27	ENSMUSG00000026799	Med27
Ttf1	ENSMUSG00000026803	Ttf1
Barhl1	ENSMUSG00000026805	Barhl1
Ddx31	ENSMUSG00000026806	Ddx31
Ak8	ENSMUSG00000026807	Ak8
Spaca9	ENSMUSG00000026809	Spaca9
Dpm2	ENSMUSG00000026810	Dpm2
St6galnac6	ENSMUSG00000026811	St6galnac6
Tsc1	ENSMUSG00000026812	Tsc1
Eng	ENSMUSG00000026814	Eng
Gfi1b	ENSMUSG00000026815	Gfi1b
Gtf3c5	ENSMUSG00000026816	Gtf3c5
Ak1	ENSMUSG00000026817	Ak1
Cel	ENSMUSG00000026818	Cel
Slc25a25	ENSMUSG00000026819	Slc25a25
Ptges2	ENSMUSG00000026820	Ptges2
Ralgds	ENSMUSG00000026821	Ralgds
Lcn2	ENSMUSG00000026822	Lcn2
Kcnj3	ENSMUSG00000026824	Kcnj3
Dnm1	ENSMUSG00000026825	Dnm1
Nr4a2	ENSMUSG00000026826	Nr4a2
Gpd2	ENSMUSG00000026827	Gpd2
Galnt5	ENSMUSG00000026828	Galnt5
Gbgt1	ENSMUSG00000026829	Gbgt1
Ermn	ENSMUSG00000026830	Ermn
1700007K13Rik	ENSMUSG00000026831	1700007K13Rik
Cytip	ENSMUSG00000026832	Cytip
Olfm1	ENSMUSG00000026833	Olfm1
Acvr1c	ENSMUSG00000026834	Acvr1c
Fcnb	ENSMUSG00000026835	Fcnb
Acvr1	ENSMUSG00000026836	Acvr1
Col5a1	ENSMUSG00000026837	Col5a1
Upp2	ENSMUSG00000026839	Upp2
Lamc3	ENSMUSG00000026840	Lamc3
Fibcd1	ENSMUSG00000026841	Fibcd1
Abl1	ENSMUSG00000026842	Abl1
Fubp3	ENSMUSG00000026843	Fubp3
Tor1b	ENSMUSG00000026848	Tor1b
Tor1a	ENSMUSG00000026849	Tor1a
BC005624	ENSMUSG00000026851	BC005624
Crat	ENSMUSG00000026853	Crat
Usp20	ENSMUSG00000026854	Usp20
Dolpp1	ENSMUSG00000026856	Dolpp1
Ntmt1	ENSMUSG00000026857	Ntmt1
Miga2	ENSMUSG00000026858	Miga2
Sh3glb2	ENSMUSG00000026860	Sh3glb2
Hspa5	ENSMUSG00000026864	Hspa5
Kynu	ENSMUSG00000026866	Kynu
Gapvd1	ENSMUSG00000026867	Gapvd1
Psmd5	ENSMUSG00000026869	Psmd5
Cutal	ENSMUSG00000026870	Cutal
Zeb2	ENSMUSG00000026872	Zeb2
Phf19	ENSMUSG00000026873	Phf19
Hc	ENSMUSG00000026874	Hc
Traf1	ENSMUSG00000026875	Traf1
Rab14	ENSMUSG00000026878	Rab14
Gsn	ENSMUSG00000026879	Gsn
Stom	ENSMUSG00000026880	Stom
4930568D16Rik	ENSMUSG00000026882	4930568D16Rik
Dab2ip	ENSMUSG00000026883	Dab2ip
Ttll11	ENSMUSG00000026885	Ttll11
Mrrf	ENSMUSG00000026887	Mrrf
Grb14	ENSMUSG00000026888	Grb14
Rbm18	ENSMUSG00000026889	Rbm18
Lhx6	ENSMUSG00000026890	Lhx6
Gca	ENSMUSG00000026893	Gca
Morn5	ENSMUSG00000026894	Morn5
Ndufa8	ENSMUSG00000026895	Ndufa8
Ifih1	ENSMUSG00000026896	Ifih1
Slc4a10	ENSMUSG00000026904	Slc4a10
Psmd14	ENSMUSG00000026914	Psmd14
Strbp	ENSMUSG00000026915	Strbp
Wdr5	ENSMUSG00000026917	Wdr5
Brd3	ENSMUSG00000026918	Brd3
Lcn4	ENSMUSG00000026919	Lcn4
Egfl7	ENSMUSG00000026921	Egfl7
Agpat2	ENSMUSG00000026922	Agpat2
Notch1	ENSMUSG00000026923	Notch1
Sec16a	ENSMUSG00000026924	Sec16a
Inpp5e	ENSMUSG00000026925	Inpp5e
Pmpca	ENSMUSG00000026926	Pmpca
Entr1	ENSMUSG00000026927	Entr1
Card9	ENSMUSG00000026928	Card9
Gpsm1	ENSMUSG00000026930	Gpsm1
Nacc2	ENSMUSG00000026932	Nacc2
Camsap1	ENSMUSG00000026933	Camsap1
Lhx3	ENSMUSG00000026934	Lhx3
Lcn3	ENSMUSG00000026936	Lcn3
Lcn5	ENSMUSG00000026937	Lcn5
Fcna	ENSMUSG00000026938	Fcna
Tmem141	ENSMUSG00000026939	Tmem141
Ccdc183	ENSMUSG00000026940	Ccdc183
Mamdc4	ENSMUSG00000026941	Mamdc4
Traf2	ENSMUSG00000026942	Traf2
Lcn12	ENSMUSG00000026943	Lcn12
Abca2	ENSMUSG00000026944	Abca2
Nmi	ENSMUSG00000026946	Nmi
Neb	ENSMUSG00000026950	Neb
Sapcd2	ENSMUSG00000026955	Sapcd2
Uap1l1	ENSMUSG00000026956	Uap1l1
Dpp7	ENSMUSG00000026958	Dpp7
Grin1	ENSMUSG00000026959	Grin1
Arl6ip6	ENSMUSG00000026960	Arl6ip6
Lrrc26	ENSMUSG00000026961	Lrrc26
Tmem210	ENSMUSG00000026963	Tmem210
Anapc2	ENSMUSG00000026965	Anapc2
Ssna1	ENSMUSG00000026966	Ssna1
Fam166a	ENSMUSG00000026969	Fam166a
Rbms1	ENSMUSG00000026970	Rbms1
Itgb6	ENSMUSG00000026971	Itgb6
Arrdc1	ENSMUSG00000026972	Arrdc1
Zmynd19	ENSMUSG00000026974	Zmynd19
Dph7	ENSMUSG00000026975	Dph7
Pax8	ENSMUSG00000026976	Pax8
Marchf7	ENSMUSG00000026977	Marchf7
Psd4	ENSMUSG00000026979	Psd4
Ly75	ENSMUSG00000026980	Ly75
Il1rn	ENSMUSG00000026981	Il1rn
Il1f5	ENSMUSG00000026983	Il1f5
Il1f6	ENSMUSG00000026984	Il1f6
Il1f8	ENSMUSG00000026985	Il1f8
Hnmt	ENSMUSG00000026986	Hnmt
Baz2b	ENSMUSG00000026987	Baz2b
Wdsub1	ENSMUSG00000026988	Wdsub1
Dapl1	ENSMUSG00000026989	Dapl1
Pkp4	ENSMUSG00000026991	Pkp4
Galnt3	ENSMUSG00000026994	Galnt3
Nup35	ENSMUSG00000026999	Nup35
Dusp19	ENSMUSG00000027001	Dusp19
Nckap1	ENSMUSG00000027002	Nckap1
Frzb	ENSMUSG00000027004	Frzb
Dnajc10	ENSMUSG00000027006	Dnajc10
Itprid2	ENSMUSG00000027007	Itprid2
Itga4	ENSMUSG00000027009	Itga4
Slc25a12	ENSMUSG00000027010	Slc25a12
Ube2e3	ENSMUSG00000027011	Ube2e3
Dync1i2	ENSMUSG00000027012	Dync1i2
Cwc22	ENSMUSG00000027014	Cwc22
Cybrd1	ENSMUSG00000027015	Cybrd1
Zfp385b	ENSMUSG00000027016	Zfp385b
Hat1	ENSMUSG00000027018	Hat1
Xirp2	ENSMUSG00000027022	Xirp2
Stk39	ENSMUSG00000027030	Stk39
Cers6	ENSMUSG00000027035	Cers6
Abcb11	ENSMUSG00000027048	Abcb11
Ssrp1	ENSMUSG00000027067	Ssrp1
Dhrs9	ENSMUSG00000027068	Dhrs9
Lrp2	ENSMUSG00000027070	Lrp2
P2rx3	ENSMUSG00000027071	P2rx3
Prg3	ENSMUSG00000027072	Prg3
Prg2	ENSMUSG00000027073	Prg2
Slc43a3	ENSMUSG00000027074	Slc43a3
Slc43a1	ENSMUSG00000027075	Slc43a1
Timm10	ENSMUSG00000027076	Timm10
Smtnl1	ENSMUSG00000027077	Smtnl1
Ube2l6	ENSMUSG00000027078	Ube2l6
Clp1	ENSMUSG00000027079	Clp1
Med19	ENSMUSG00000027080	Med19
Tfpi	ENSMUSG00000027082	Tfpi
Fastkd1	ENSMUSG00000027086	Fastkd1
Itgav	ENSMUSG00000027087	Itgav
Phospho2	ENSMUSG00000027088	Phospho2
Zc3h15	ENSMUSG00000027091	Zc3h15
Mtx2	ENSMUSG00000027099	Mtx2
Hoxd8	ENSMUSG00000027102	Hoxd8
Atf2	ENSMUSG00000027104	Atf2
Chrna1	ENSMUSG00000027107	Chrna1
Ola1	ENSMUSG00000027108	Ola1
Sp3	ENSMUSG00000027109	Sp3
Itga6	ENSMUSG00000027111	Itga6
Kif18a	ENSMUSG00000027115	Kif18a
Fshb	ENSMUSG00000027120	Fshb
Arl14ep	ENSMUSG00000027122	Arl14ep
Slc12a6	ENSMUSG00000027130	Slc12a6
Emc4	ENSMUSG00000027131	Emc4
Katnbl1	ENSMUSG00000027132	Katnbl1
Nop10	ENSMUSG00000027133	Nop10
Lpcat4	ENSMUSG00000027134	Lpcat4
A26c3	ENSMUSG00000027157	A26c3
Ccdc34	ENSMUSG00000027160	Ccdc34
Lin7c	ENSMUSG00000027162	Lin7c
Commd9	ENSMUSG00000027163	Commd9
Traf6	ENSMUSG00000027164	Traf6
B230118H07Rik	ENSMUSG00000027165	B230118H07Rik
Dnajc24	ENSMUSG00000027166	Dnajc24
Elp4	ENSMUSG00000027167	Elp4
Pax6	ENSMUSG00000027168	Pax6
Eif3m	ENSMUSG00000027170	Eif3m
Prrg4	ENSMUSG00000027171	Prrg4
Depdc7	ENSMUSG00000027173	Depdc7
Tcp11l1	ENSMUSG00000027175	Tcp11l1
Cstf3	ENSMUSG00000027176	Cstf3
Hipk3	ENSMUSG00000027177	Hipk3
Fbxo3	ENSMUSG00000027180	Fbxo3
Caprin1	ENSMUSG00000027184	Caprin1
Nat10	ENSMUSG00000027185	Nat10
Elf5	ENSMUSG00000027186	Elf5
Cat	ENSMUSG00000027187	Cat
Pamr1	ENSMUSG00000027188	Pamr1
Trim44	ENSMUSG00000027189	Trim44
Api5	ENSMUSG00000027193	Api5
Ttc17	ENSMUSG00000027194	Ttc17
Hsd17b12	ENSMUSG00000027195	Hsd17b12
Ext2	ENSMUSG00000027198	Ext2
Gatm	ENSMUSG00000027199	Gatm
Sema6d	ENSMUSG00000027200	Sema6d
Myef2	ENSMUSG00000027201	Myef2
Slc12a1	ENSMUSG00000027202	Slc12a1
Dut	ENSMUSG00000027203	Dut
Fbn1	ENSMUSG00000027204	Fbn1
Cops2	ENSMUSG00000027206	Cops2
Galk2	ENSMUSG00000027207	Galk2
Fgf7	ENSMUSG00000027208	Fgf7
Fam227b	ENSMUSG00000027209	Fam227b
Meis2	ENSMUSG00000027210	Meis2
Cd82	ENSMUSG00000027215	Cd82
Tspan18	ENSMUSG00000027217	Tspan18
Slc28a2	ENSMUSG00000027219	Slc28a2
Syt13	ENSMUSG00000027220	Syt13
Chst1	ENSMUSG00000027221	Chst1
Pex16	ENSMUSG00000027222	Pex16
Mapk8ip1	ENSMUSG00000027223	Mapk8ip1
Duoxa1	ENSMUSG00000027224	Duoxa1
Duoxa2	ENSMUSG00000027225	Duoxa2
Sord	ENSMUSG00000027227	Sord
Terb2	ENSMUSG00000027229	Terb2
Creb3l1	ENSMUSG00000027230	Creb3l1
Patl2	ENSMUSG00000027233	Patl2
Eif3j1	ENSMUSG00000027236	Eif3j1
Frmd5	ENSMUSG00000027238	Frmd5
Mdk	ENSMUSG00000027239	Mdk
Wdr76	ENSMUSG00000027242	Wdr76
Harbi1	ENSMUSG00000027243	Harbi1
Atg13	ENSMUSG00000027244	Atg13
Hypk	ENSMUSG00000027245	Hypk
Ell3	ENSMUSG00000027246	Ell3
Arhgap1	ENSMUSG00000027247	Arhgap1
Pdia3	ENSMUSG00000027248	Pdia3
F2	ENSMUSG00000027249	F2
Lrp4	ENSMUSG00000027253	Lrp4
Map1a	ENSMUSG00000027254	Map1a
Arfgap2	ENSMUSG00000027255	Arfgap2
Pacsin3	ENSMUSG00000027257	Pacsin3
Adal	ENSMUSG00000027259	Adal
Hao1	ENSMUSG00000027261	Hao1
Tubgcp4	ENSMUSG00000027263	Tubgcp4
Lamp5	ENSMUSG00000027270	Lamp5
Ubr1	ENSMUSG00000027272	Ubr1
Snap25	ENSMUSG00000027273	Snap25
Mkks	ENSMUSG00000027274	Mkks
Jag1	ENSMUSG00000027276	Jag1
Slx4ip	ENSMUSG00000027281	Slx4ip
Mtch2	ENSMUSG00000027282	Mtch2
Cdan1	ENSMUSG00000027284	Cdan1
Haus2	ENSMUSG00000027285	Haus2
