"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
0	1.74977049646033	0.669	0.012	0	"VSMC"	"Lmod1"
0	1.66907433069492	0.661	0.025	0	"VSMC"	"Hspb2"
0	1.51310180645035	0.581	0.022	0	"VSMC"	"Olfr558"
0	1.36319659206873	0.54	0.007	0	"VSMC"	"Asb2"
0	1.27430714989419	0.419	0.006	0	"VSMC"	"Fbxl22"
0	1.27133087164147	0.54	0.004	0	"VSMC"	"Pdlim3"
0	1.18052194953942	0.444	0.009	0	"VSMC"	"Nexn"
0	0.941854426177504	0.339	0.002	0	"VSMC"	"Gpr20"
0	0.829134767318315	0.315	0.005	0	"VSMC"	"Rbm24"
0	0.709315939000234	0.274	0.002	0	"VSMC"	"Tesc"
0	0.629052626847821	0.234	0.001	0	"VSMC"	"Ntf3"
6.60657137049852e-303	2.23060405690688	0.766	0.046	2.19186218359029e-298	"VSMC"	"Sncg"
6.19025346189793e-301	0.951921123088721	0.363	0.008	2.05374039105388e-296	"VSMC"	"Smim5"
5.68506976472674e-300	0.985305225525861	0.226	0.002	1.88613559584339e-295	"VSMC"	"Cnn1"
2.16986420604786e-294	0.981833136134388	0.371	0.009	7.198958476405e-290	"VSMC"	"Dhx58os"
4.53080933654395e-281	3.27601451832811	0.992	0.096	1.50318661358519e-276	"VSMC"	"Tpm2"
9.59861352048443e-270	2.44948558128315	0.96	0.091	3.18453200769112e-265	"VSMC"	"Fxyd1"
3.32156755433896e-267	0.937377356132768	0.411	0.013	1.10199646750304e-262	"VSMC"	"Parm1"
7.21527996491729e-264	1.36848729907752	0.452	0.016	2.39381343396061e-259	"VSMC"	"Crispld2"
1.91409164991916e-262	0.540827178779869	0.21	0.003	6.35038186693679e-258	"VSMC"	"Olfr78"
4.48833686081822e-241	2.69103518072281	0.96	0.105	1.48909552031366e-236	"VSMC"	"Mustn1"
1.74965791902582e-239	0.935552330776169	0.363	0.011	5.80484007795195e-235	"VSMC"	"Kcnab1"
6.62966660837828e-224	0.754133655127438	0.274	0.006	2.19952449066166e-219	"VSMC"	"Gm11627"
1.23815696749274e-206	1.7586059867829	0.766	0.068	4.10783337105067e-202	"VSMC"	"Aspn"
1.16810967969166e-205	1.20979722431035	0.468	0.024	3.87543748431303e-201	"VSMC"	"Palld"
1.62209320155648e-205	1.57585454810911	0.589	0.04	5.38161861480394e-201	"VSMC"	"Pde3a"
3.35021727141291e-201	0.554891287821926	0.21	0.004	1.11150158413666e-196	"VSMC"	"Sh3bgr"
2.23273063616732e-199	0.71516185110699	0.258	0.006	7.40753043161232e-195	"VSMC"	"Map3k7cl"
5.95275919413174e-197	1.69746563796252	0.718	0.063	1.97494691783709e-192	"VSMC"	"Gm13861"
2.14341955568679e-196	3.67155752835429	1	0.153	7.11122305990206e-192	"VSMC"	"Myl9"
5.89543279992402e-194	0.777355306976599	0.315	0.01	1.95592774003079e-189	"VSMC"	"Aoc3"
6.39823688718388e-190	1.17885958018142	0.508	0.031	2.122743052061e-185	"VSMC"	"Rbpms2"
1.13737055218058e-188	1.78366627966719	0.766	0.079	3.7734542809695e-184	"VSMC"	"Lbh"
6.62255858541649e-186	1.11380205608637	0.403	0.019	2.19716626188363e-181	"VSMC"	"Npy1r"
5.75207222663377e-185	2.19478752099963	0.565	0.04	1.90836500263028e-180	"VSMC"	"Rrad"
4.04463119754428e-180	1.23899526829738	0.548	0.038	1.34188729240927e-175	"VSMC"	"Rasl12"
1.33411698502419e-176	1.69401723185706	0.726	0.073	4.42619992121477e-172	"VSMC"	"Perp"
1.03506064492428e-171	0.813570593389037	0.339	0.014	3.4340207016653e-167	"VSMC"	"Fgf1"
5.05262343379753e-171	1.59325488916576	0.685	0.067	1.67630887663101e-166	"VSMC"	"Atp1b1"
2.84427207670489e-157	1.98076481551264	0.855	0.117	9.43644146888382e-153	"VSMC"	"Rgs4"
1.16231188505492e-156	2.3147532990873	0.935	0.165	3.85620214104671e-152	"VSMC"	"Mylk"
9.42624581819293e-154	1.86738465321595	0.823	0.107	3.12734557510187e-149	"VSMC"	"Gm13889"
7.26796962992698e-147	0.799364294987588	0.282	0.012	2.41129428412087e-142	"VSMC"	"Dgkb"
6.28569471710836e-146	1.03935921518959	0.444	0.03	2.08540493629504e-141	"VSMC"	"Itga7"
4.59581152336503e-132	1.58114446706456	0.726	0.101	1.52475238910682e-127	"VSMC"	"Filip1l"
8.84812126503907e-132	1.05480075492422	0.468	0.038	2.93554119210201e-127	"VSMC"	"Mrvi1"
2.57868007870754e-129	0.586055265161355	0.202	0.006	8.55528689712802e-125	"VSMC"	"Itga8"
2.26397842969695e-128	1.34399253166447	0.532	0.053	7.51120123620557e-124	"VSMC"	"Ppp1r12b"
5.67672818250868e-126	0.730959541928865	0.742	0.101	1.88336810911091e-121	"VSMC"	"Gsn"
1.10962257282232e-121	1.44830025863475	0.718	0.101	3.68139480985261e-117	"VSMC"	"Notch3"
2.07156417890102e-118	0.871805736626107	0.363	0.025	6.87282847633992e-114	"VSMC"	"Rgs7bp"
1.3831129224342e-112	0.730373139015558	0.29	0.016	4.58875374275995e-108	"VSMC"	"Cap2"
2.38891958987428e-109	1.4524531179158	0.774	0.138	7.92571852332591e-105	"VSMC"	"Atp1b2"
2.89619999983319e-109	1.02436166284687	0.435	0.039	9.60872273944658e-105	"VSMC"	"Ramp1"
3.07438341475696e-109	0.718137799351982	0.258	0.013	1.01998818551392e-104	"VSMC"	"Spint2"
5.05472032669194e-109	1.45703956109556	0.597	0.08	1.67700456278659e-104	"VSMC"	"Rcan2"
7.10261216495316e-109	0.553198857405727	0.218	0.009	2.35643363796651e-104	"VSMC"	"Angpt1"
1.15511368368223e-100	1.4603243275669	0.653	0.1	3.83232066835253e-96	"VSMC"	"Gja4"
4.3950352516267e-99	1.06449447267096	0.419	0.04	1.45814084543219e-94	"VSMC"	"Slc38a11"
6.07934471132614e-99	1.6085680403983	0.798	0.172	2.01694419487667e-94	"VSMC"	"Cryab"
1.36624538813305e-95	0.753463769082168	0.29	0.02	4.53279232420902e-91	"VSMC"	"Adamtsl1"
2.13857983632903e-95	0.679407765935657	0.25	0.014	7.09516632298884e-91	"VSMC"	"Speg"
8.79039438180167e-94	1.62166861864552	0.581	0.085	2.91638914405034e-89	"VSMC"	"Rasl11a"
1.17052877122537e-93	1.54315076740944	0.758	0.137	3.88346330429439e-89	"VSMC"	"Higd1b"
3.52606695642032e-93	0.65124685749966	0.234	0.013	1.16984323413157e-88	"VSMC"	"Slc4a3"
4.07521101681371e-93	0.991734157475357	0.379	0.035	1.35203275904828e-88	"VSMC"	"Ltbp1"
1.02252041701434e-91	1.08972490186182	0.411	0.042	3.39241598752847e-87	"VSMC"	"Serpini1"
1.52711117743628e-90	1.57382133389013	0.677	0.122	5.06649675338035e-86	"VSMC"	"Ppp1r14a"
1.03253390943063e-89	0.58981854858079	0.242	0.014	3.42563775131802e-85	"VSMC"	"Hdac11"
3.32095900763082e-83	1.3916019866558	0.734	0.145	1.10179456996168e-78	"VSMC"	"Ndufa4l2"
1.77478707262113e-82	1.89074287474965	0.992	0.42	5.88821107083511e-78	"VSMC"	"Cald1"
4.18304279967394e-82	2.94756323973372	1	0.739	1.38780810964782e-77	"VSMC"	"Crip1"
4.44461824775193e-81	0.789681420800916	0.298	0.025	1.47459099605666e-76	"VSMC"	"Smarcd3"
2.13815854879974e-80	1.08055703091605	0.476	0.063	7.09376861735291e-76	"VSMC"	"Gucy1a1"
4.59936333757897e-80	1.42486680972409	0.548	0.086	1.52593077450858e-75	"VSMC"	"Gper1"
3.89258892687174e-79	0.723284786281087	0.258	0.019	1.29144422826824e-74	"VSMC"	"Wnt5b"
2.49690740985056e-77	0.902592446749728	0.387	0.044	8.28398971366119e-73	"VSMC"	"Kcna5"
5.20827216837593e-77	1.25798054262555	0.71	0.156	1.72794845730208e-72	"VSMC"	"Lhfp"
2.20797175176888e-76	0.879915932778411	0.355	0.037	7.32538788084362e-72	"VSMC"	"Ntn4"
7.19364264291653e-76	1.31325245712078	0.645	0.13	2.38663481964042e-71	"VSMC"	"Snhg18"
4.51324336289275e-75	1.71360598634011	0.944	0.42	1.49735875050693e-70	"VSMC"	"Mfge8"
6.06538297955345e-75	1.89663186165566	0.976	0.658	2.01231211112645e-70	"VSMC"	"Tpm1"
5.88671681346754e-74	1.2965507204979	1	0.989	1.95303603720412e-69	"VSMC"	"Myl6"
1.35483194450227e-73	0.822559146236793	0.347	0.036	4.49492594227517e-69	"VSMC"	"Hey2"
2.25408735672145e-71	1.30668472635714	0.589	0.116	7.47838562339476e-67	"VSMC"	"Ndrg2"
4.30102463461433e-71	0.79636294198144	0.298	0.028	1.426950943026e-66	"VSMC"	"C1s1"
2.28859559598805e-70	1.78246561613103	0.992	0.795	7.59287360880954e-66	"VSMC"	"Dstn"
3.96809038781022e-70	1.18636240693786	0.605	0.119	1.3164933479638e-65	"VSMC"	"Sdc2"
4.23838687802775e-70	1.48971318390629	0.702	0.184	1.40616961452327e-65	"VSMC"	"Nudt4"
2.80204008042217e-69	1.09532930116658	0.565	0.107	9.29632837481663e-65	"VSMC"	"Jam3"
2.69909078267494e-67	1.50502203714108	1	0.729	8.95477348968064e-63	"VSMC"	"Sparcl1"
1.09926303954902e-66	1.33209960646777	0.815	0.236	3.64702498631177e-62	"VSMC"	"Atp1a2"
1.14153631374944e-66	0.675039356208431	0.234	0.018	3.78727502812653e-62	"VSMC"	"Map7d2"
6.75218881444735e-66	0.987127990061988	0.411	0.057	2.2401736829692e-61	"VSMC"	"Carmn"
9.98305597108509e-66	1.102420280948	0.508	0.087	3.3120784795269e-61	"VSMC"	"Slc19a1"
2.36241547913479e-65	0.966628672477772	0.452	0.07	7.8377858351255e-61	"VSMC"	"Tmem38b"
2.44528576541403e-64	1.23889189890219	0.492	0.086	8.11272458391413e-60	"VSMC"	"Bcas3"
2.33365896114673e-62	1.13694672502787	0.871	0.288	7.74238033539649e-58	"VSMC"	"Lgals1"
1.2139448223946e-60	0.734955922967673	0.315	0.036	4.02750473725858e-56	"VSMC"	"Gprc5c"
6.43130068531025e-59	0.883833170731104	1	0.998	2.13371262836538e-54	"VSMC"	"mt-Cytb"
7.32298904994805e-59	0.523386941730425	0.21	0.016	2.42954807710127e-54	"VSMC"	"Frk"
4.75262412357531e-58	1.70103677313041	0.79	0.322	1.57677810547858e-53	"VSMC"	"Flna"
2.39578536947114e-57	0.599287139428188	0.202	0.016	7.94849712029441e-53	"VSMC"	"Ptges3l"
2.48816442404793e-57	0.984952037786404	0.492	0.09	8.25498310966382e-53	"VSMC"	"Gucy1b1"
3.59858846328788e-57	1.32860667490107	0.685	0.195	1.19390369446502e-52	"VSMC"	"Pdgfa"
1.86132111245245e-56	1.12455746374257	0.968	0.91	6.1753050547835e-52	"VSMC"	"Cox8a"
4.1382199810727e-56	0.864375661862082	1	0.989	1.37293724312049e-51	"VSMC"	"mt-Nd4"
4.6541071892282e-56	0.604685519807037	0.218	0.019	1.54409314217024e-51	"VSMC"	"Slc16a11"
5.09371936527421e-56	1.64991764191615	0.863	0.442	1.68994327381703e-51	"VSMC"	"Ckb"
5.42629884729652e-56	0.719715323933467	1	0.999	1.80028316856757e-51	"VSMC"	"mt-Atp6"
1.79577420533078e-55	0.785863819305177	1	0.999	5.95784008102593e-51	"VSMC"	"mt-Co3"
2.23932403499539e-54	0.854447573619899	0.331	0.044	7.4294053509042e-50	"VSMC"	"Foxs1"
2.24268894166892e-53	0.790666022615483	0.355	0.052	7.44056910177497e-49	"VSMC"	"Itpk1"
1.56084529381449e-52	1.71644732671909	0.863	0.464	5.17841643128832e-48	"VSMC"	"Csrp1"
1.57774939467976e-52	0.992813195713418	0.435	0.077	5.23449916672905e-48	"VSMC"	"Cspg4"
2.27490783198316e-52	0.608810252003158	0.218	0.02	7.54746171417053e-48	"VSMC"	"Cabp1"
9.44472999372652e-52	0.575308081709747	0.25	0.027	3.13347807001865e-47	"VSMC"	"Olfml2a"
6.39222143719104e-51	1.2200892380531	0.645	0.193	2.12074730621687e-46	"VSMC"	"Mcam"
1.30529464357764e-50	1.21584098271765	0.96	0.827	4.33057603899753e-46	"VSMC"	"Calm2"
1.52370646030592e-50	0.68969321268511	0.258	0.029	5.05520092335696e-46	"VSMC"	"Ppfibp2"
6.08570803378333e-50	0.67520665968748	0.323	0.044	2.0190553543683e-45	"VSMC"	"Prelp"
2.80264288674504e-49	0.734114865068272	0.323	0.046	9.29832830535402e-45	"VSMC"	"Tbx2"
6.86049214991226e-49	0.60096886994104	0.234	0.025	2.27610548057639e-44	"VSMC"	"Sbspon"
1.19855052100533e-48	0.985892412153729	0.347	0.054	3.97643106353937e-44	"VSMC"	"Des"
3.03324523432713e-48	1.14356636569146	0.435	0.087	1.00633977139271e-43	"VSMC"	"Chchd10"
2.76429805748145e-47	1.28708555830666	0.782	0.372	9.1711116653062e-43	"VSMC"	"Uba2"
3.11817700272362e-47	1.23595527896749	0.476	0.11	1.03451758419362e-42	"VSMC"	"Wtip"
2.07275387418805e-46	0.624847928077409	0.25	0.029	6.87677552839369e-42	"VSMC"	"Kcnmb1"
7.69524592224717e-46	1.01175315142075	0.468	0.106	2.55305173962394e-41	"VSMC"	"Marveld1"
7.99460695438344e-46	0.975727401281183	0.468	0.098	2.65237074925579e-41	"VSMC"	"Cox4i2"
8.22090058201828e-46	1.02168413627941	0.984	0.919	2.7274481860962e-41	"VSMC"	"Cox6c"
1.42272377307397e-45	0.721010969758356	0.29	0.04	4.72017066192751e-41	"VSMC"	"Ncf2"
1.8893839038628e-45	0.705622327588515	0.298	0.042	6.26840897784563e-41	"VSMC"	"Atp2b4"
6.17022681031784e-45	1.32444737535751	0.863	0.353	2.04709614885915e-40	"VSMC"	"Rgs5"
2.10875751999221e-44	0.816218659903257	0.363	0.064	6.99622482407817e-40	"VSMC"	"Plce1"
2.25039115667384e-44	0.599539280148763	0.234	0.027	7.46612274049679e-40	"VSMC"	"Dmpk"
4.25847745021046e-44	0.907585310988775	0.581	0.153	1.41283506365632e-39	"VSMC"	"Rarres2"
4.33681140312615e-44	0.766641011509747	0.339	0.055	1.43882391921516e-39	"VSMC"	"Ano1"
1.41962653837112e-43	0.631780388906659	0.29	0.042	4.70989496635385e-39	"VSMC"	"Pde1a"
2.37497774266901e-43	1.28285070847514	0.895	0.738	7.87946365685299e-39	"VSMC"	"Cavin1"
1.53872303972997e-42	1.17395922205254	0.919	0.771	5.10502142891213e-38	"VSMC"	"Ndufa13"
1.53952952434265e-42	1.01454090149999	0.492	0.122	5.10769710291161e-38	"VSMC"	"Cog7"
8.71264048954249e-42	0.294258103808188	0.806	0.268	2.89059273521551e-37	"VSMC"	"Mgp"
2.72792456784758e-39	0.64207819640438	1	0.997	9.05043533874791e-35	"VSMC"	"mt-Nd1"
4.42905813715743e-39	0.898940813025576	0.419	0.089	1.46942861816472e-34	"VSMC"	"Serping1"
1.9392296468046e-38	0.339626834200928	0.476	0.106	6.43378219920361e-34	"VSMC"	"Pgf"
1.44219327223027e-37	0.764991239881458	1	0.965	4.78476461927836e-33	"VSMC"	"Cst3"
7.03926113676796e-37	1.11875866598786	0.677	0.302	2.3354156673455e-32	"VSMC"	"Mob2"
1.12529564234761e-36	1.22501149468585	0.79	0.47	3.73339335261665e-32	"VSMC"	"Mef2c"
1.47340701087487e-36	1.17056780710739	0.823	0.534	4.88832243997956e-32	"VSMC"	"Atpif1"
5.66709056627608e-36	0.60173731474855	0.282	0.046	1.88017063717341e-31	"VSMC"	"Dpysl3"
5.70690870423246e-36	1.11574572679467	0.573	0.2	1.8933811008032e-31	"VSMC"	"Pbxip1"
6.15365511936073e-36	0.810539269917828	0.621	0.204	2.04159815895031e-31	"VSMC"	"Nbl1"
9.14089792590689e-36	1.12271276171359	0.597	0.226	3.03267570487813e-31	"VSMC"	"Phldb2"
3.25009999347976e-35	0.562730898560843	0.266	0.042	1.07828567483678e-30	"VSMC"	"1500009L16Rik"
4.1539543751441e-35	1.11761657665452	0.516	0.165	1.37815744304156e-30	"VSMC"	"Zfhx3"
1.52895916430313e-34	0.914753696444155	0.468	0.121	5.0726278194085e-30	"VSMC"	"Nupr1"
5.52688378021477e-34	0.571100621436422	0.21	0.028	1.83365423176185e-29	"VSMC"	"Tgfb3"
9.49399480243804e-34	0.987918320874767	0.863	0.576	3.14982265560487e-29	"VSMC"	"Map1lc3a"
1.27160991640386e-33	1.15961675839092	0.726	0.364	4.2188202196531e-29	"VSMC"	"Ccnd2"
2.42323357851615e-33	0.584702757598228	0.548	0.155	8.03956204344303e-29	"VSMC"	"Bgn"
1.07909635345438e-32	0.694701783578071	0.339	0.072	3.58011797185558e-28	"VSMC"	"Arhgef25"
1.15520230733186e-32	0.79384478678043	0.315	0.062	3.8326146950349e-28	"VSMC"	"S1pr3"
1.40979101221621e-32	0.846947328215153	0.435	0.114	4.67726364122971e-28	"VSMC"	"Zic1"
2.55131004789007e-32	0.796991056497538	1	0.996	8.46448134588488e-28	"VSMC"	"Malat1"
6.67937851302816e-32	0.73459491258556	0.298	0.057	2.21601740926735e-27	"VSMC"	"Zic4"
6.92023892578173e-32	0.986307228654681	0.427	0.117	2.2959276684066e-27	"VSMC"	"Pde5a"
5.67522190414099e-31	0.686614009809522	0.266	0.046	1.88286837113686e-26	"VSMC"	"Ogn"
9.1749372462376e-31	0.837041323466277	0.911	0.768	3.04396893018425e-26	"VSMC"	"Slc25a4"
9.36920859722992e-31	0.668010369184241	0.282	0.053	3.10842233630297e-26	"VSMC"	"Tbx3os1"
1.36408497295396e-30	0.612476725816141	0.202	0.029	4.52562471476934e-26	"VSMC"	"Usp2"
2.41814645013532e-30	0.592003462127363	0.242	0.041	8.02268447761395e-26	"VSMC"	"Hoxc6"
1.63361177164681e-29	1.0382904058652	0.613	0.281	5.41983377479263e-25	"VSMC"	"Map3k20"
2.71228498223138e-29	0.758945190565077	0.282	0.055	8.99854788554903e-25	"VSMC"	"Inpp4b"
6.20275381863873e-29	0.752497015009888	0.282	0.057	2.05788763440977e-24	"VSMC"	"Rnf152"
3.94792460104078e-28	0.855947518489466	0.847	0.651	1.3098029448873e-23	"VSMC"	"Ppp1cb"
4.56041537225732e-28	0.576249815459515	0.234	0.04	1.51300900805381e-23	"VSMC"	"Daam2"
9.6137742001996e-28	1.01645790649874	0.694	0.358	3.18956186640022e-23	"VSMC"	"Rasgrp2"
1.29020100863009e-27	0.650274238877341	0.298	0.064	4.28049988633205e-23	"VSMC"	"Ednra"
1.78501917917582e-27	0.692051428071108	0.944	0.9	5.92215813075161e-23	"VSMC"	"Cox7c"
2.51184415435035e-27	0.725013824058446	0.742	0.347	8.33354535088815e-23	"VSMC"	"Cd63"
4.60851028974813e-27	0.610245781891057	0.258	0.05	1.52896545882974e-22	"VSMC"	"Hotairm1"
1.11819360818121e-26	0.710317330681324	0.403	0.114	3.70983093386282e-22	"VSMC"	"Axl"
1.235483711092e-26	0.966533675292749	0.565	0.235	4.09896430828992e-22	"VSMC"	"Hmgn3"
1.82802174664752e-25	0.614343027146073	0.242	0.046	6.06482774885249e-21	"VSMC"	"Pcdh18"
3.16124392299912e-25	0.406386002537267	0.202	0.034	1.04880589633342e-20	"VSMC"	"Wasf3"
4.52286766706896e-25	0.837085133661326	0.444	0.15	1.50055180590347e-20	"VSMC"	"Zc2hc1a"
6.1283916032103e-25	0.80090607353693	0.411	0.132	2.03321648219708e-20	"VSMC"	"Oxct1"
1.19942691271158e-24	0.461148595358792	1	0.996	3.97933866830322e-20	"VSMC"	"mt-Co1"
1.93576045688116e-24	0.64282461577852	0.347	0.091	6.42227246779462e-20	"VSMC"	"Il34"
4.7837743550555e-24	1.06288280786762	0.669	0.412	1.58711281777676e-19	"VSMC"	"Atp2a2"
6.32202308122594e-24	0.977261144034281	0.637	0.329	2.09745759765833e-19	"VSMC"	"4930523C07Rik"
9.28244079342282e-24	0.908192487668701	0.71	0.442	3.07963538203389e-19	"VSMC"	"Hcfc1r1"
3.59588785310366e-23	0.86637594014249	0.823	0.614	1.1930077130242e-18	"VSMC"	"Cavin3"
3.63130143160773e-23	0.781893299038667	0.879	0.764	1.2047568759645e-18	"VSMC"	"Uqcr10"
1.79768020301265e-22	0.905558439909441	0.766	0.573	5.96416360953507e-18	"VSMC"	"Oaz2"
1.82983112878626e-22	0.758955376491951	0.46	0.178	6.07083073597417e-18	"VSMC"	"Camk2g"
3.10102283552498e-22	0.557356690131165	0.234	0.048	1.02882634614212e-17	"VSMC"	"Casq2"
3.45877144973018e-22	0.542426073503344	0.242	0.052	1.14751660387698e-17	"VSMC"	"Heyl"
3.85779642264019e-22	0.708803282153205	0.395	0.128	1.27990111913934e-17	"VSMC"	"Hspa2"
4.90818117132699e-22	0.836118008256957	0.452	0.174	1.62838726721115e-17	"VSMC"	"Idh2"
1.10273006271941e-21	0.568332285973951	0.242	0.054	3.65852752908417e-17	"VSMC"	"Bmpr1a"
1.13829049773022e-21	0.893837235726529	0.565	0.262	3.77650638431956e-17	"VSMC"	"Nr2f2"
1.07576549075378e-20	1.63425373978658	0.516	0.239	3.56906716867382e-16	"VSMC"	"Cebpb"
1.39439939710021e-20	0.706126771467602	0.782	0.64	4.62619887975937e-16	"VSMC"	"Sh3bgrl"
2.08053530455429e-20	0.866133706508435	0.774	0.624	6.90259197991977e-16	"VSMC"	"Atp5g3"
2.24291042991538e-20	0.798096130809842	0.452	0.181	7.44130393333024e-16	"VSMC"	"Limd1"
2.49186043141517e-20	0.598158034705502	0.435	0.148	8.26724535330612e-16	"VSMC"	"Pdgfrb"
4.70488347143761e-20	0.779553251791194	0.79	0.622	1.56093918931886e-15	"VSMC"	"Ndufa5"
7.61428332511046e-20	0.771183579730812	0.347	0.108	2.5261907787719e-15	"VSMC"	"Dmd"
1.30230484425823e-19	1.06664674598478	0.621	0.391	4.32065678179554e-15	"VSMC"	"Ppp1r12a"
1.59207942617461e-19	0.376317561563886	0.339	0.097	5.28204191221949e-15	"VSMC"	"P2ry14"
1.61786290717724e-19	0.580802475386364	0.226	0.05	5.36758376714192e-15	"VSMC"	"Adap2os"
2.10631171812123e-19	0.448470605304484	1	0.97	6.9881103872108e-15	"VSMC"	"Itm2b"
1.0827135769168e-18	0.778811650003032	0.685	0.414	3.59211883413686e-14	"VSMC"	"Cpe"
9.03963487115938e-18	0.72188168371914	0.742	0.576	2.99907966120455e-13	"VSMC"	"Ndufs7"
1.1877717465762e-17	0.623860878255345	0.29	0.088	3.94067032361587e-13	"VSMC"	"Ppm1l"
1.29783175925316e-17	0.637924843028402	0.298	0.092	4.3058164276742e-13	"VSMC"	"Cmss1"
2.09562775711863e-17	0.528347641548787	0.266	0.074	6.95266420979247e-13	"VSMC"	"Fam107b"
3.18629192441871e-17	0.669855050154605	0.79	0.659	1.0571160717644e-12	"VSMC"	"Bcam"
3.44454372956448e-17	0.825673380115547	0.548	0.297	1.14279627315761e-12	"VSMC"	"Map1b"
3.55967782742225e-17	0.737345932354163	0.435	0.191	1.18099431280388e-12	"VSMC"	"Tmem51"
4.43100382760575e-17	0.498822570486618	0.927	0.869	1.47007413988476e-12	"VSMC"	"Cox6a1"
5.51834390558051e-17	0.880685109748317	0.484	0.243	1.83082095755445e-12	"VSMC"	"Arhgef7"
7.79814192003021e-17	0.520521380367031	0.919	0.803	2.58718954480842e-12	"VSMC"	"mt-Nd3"
7.84746834238203e-17	0.700812521045426	0.823	0.694	2.60355457195209e-12	"VSMC"	"Atp5mpl"
8.41371726645314e-17	0.512197584444056	0.21	0.05	2.79141897749116e-12	"VSMC"	"Hoxb2"
8.64132002573569e-17	0.406735276770122	0.339	0.106	2.86693074493833e-12	"VSMC"	"Pcolce"
1.11430937034919e-16	0.703554777648862	0.855	0.761	3.69694419800752e-12	"VSMC"	"Atp5k"
1.27685116118953e-16	0.576960195998734	0.323	0.109	4.23620909747851e-12	"VSMC"	"Klhdc8b"
1.34585055986177e-16	0.870407344238584	0.589	0.364	4.4651284024534e-12	"VSMC"	"Ptp4a3"
2.48863836926761e-16	0.803338675234191	0.573	0.351	8.25655551771914e-12	"VSMC"	"Aopep"
3.49875139434359e-16	0.52027487240996	0.919	0.868	1.16078075010137e-11	"VSMC"	"Pfn1"
3.57776748650733e-16	0.522943125962097	0.25	0.069	1.18699591899854e-11	"VSMC"	"Klhl23"
4.45865890387302e-16	0.744479437031823	0.621	0.376	1.47924926453795e-11	"VSMC"	"Serpine2"
4.77921455517259e-16	0.756550781899736	0.452	0.213	1.58560001296961e-11	"VSMC"	"Ift43"
6.51533180612367e-16	0.35771580148775	1	0.995	2.16159163331765e-11	"VSMC"	"mt-Co2"
1.44137711965103e-15	0.544209174170714	0.903	0.899	4.78205686986623e-11	"VSMC"	"Atp5l"
1.63649049828593e-15	0.572960021998621	0.798	0.733	5.42938452616324e-11	"VSMC"	"Atp5d"
2.10334800777187e-15	0.521072817797694	0.298	0.095	6.97827768538472e-11	"VSMC"	"Cd248"
1.31013659839366e-14	0.45284168285787	0.903	0.89	4.34664019249066e-10	"VSMC"	"Atp5b"
1.36945539854262e-14	0.561173274393792	0.919	0.883	4.54344217574485e-10	"VSMC"	"Selenow"
1.74632646120564e-14	0.814651601123607	0.581	0.395	5.79378730034194e-10	"VSMC"	"Sdhc"
1.84105570344702e-14	0.536955757964781	0.234	0.069	6.10807050732618e-10	"VSMC"	"Adgrl1"
4.09491182615371e-14	0.723027379539443	0.734	0.695	1.35856889656302e-09	"VSMC"	"Rap1a"
4.34741366565445e-14	0.546163913314644	0.323	0.115	1.44234143185418e-09	"VSMC"	"Gpx8"
4.53374882249575e-14	0.486109183012079	0.234	0.069	1.50416184683941e-09	"VSMC"	"Vasn"
4.57956354052079e-14	0.611745294080532	0.379	0.161	1.51936179583858e-09	"VSMC"	"Dtx3"
5.5743697038074e-14	0.591377080832861	0.839	0.819	1.84940863663218e-09	"VSMC"	"Uqcr11"
6.13744694058526e-14	0.557881957612808	0.274	0.092	2.03622077147797e-09	"VSMC"	"Zfp467"
6.54163799550291e-14	0.715981569326405	0.742	0.659	2.170319237768e-09	"VSMC"	"Ndufb10"
1.5468000092895e-13	0.822276658973769	0.298	0.107	5.13181839081979e-09	"VSMC"	"Sdc4"
2.44385250478124e-13	0.410930826435103	0.234	0.069	8.10796945511271e-09	"VSMC"	"Adap2"
2.4744419190409e-13	0.421481494426077	0.944	0.951	8.20945595480198e-09	"VSMC"	"Cox4i1"
3.06858620248251e-13	0.593613762160903	0.274	0.095	1.01806484439762e-08	"VSMC"	"Ssbp2"
3.41614111783322e-13	0.412729123760985	0.339	0.128	1.13337313866353e-08	"VSMC"	"Timp2"
4.52192682794344e-13	0.784915535293087	0.524	0.314	1.50023966370679e-08	"VSMC"	"Mgst3"
4.93597234081329e-13	0.760297888157089	0.508	0.308	1.63760754351162e-08	"VSMC"	"Tgfb1i1"
6.95104141830554e-13	0.523208796901992	0.371	0.156	2.30614701135123e-08	"VSMC"	"Rcn3"
7.25450781069254e-13	0.761313476665515	0.387	0.186	2.40682805635346e-08	"VSMC"	"Mapre2"
7.44534853968665e-13	0.663223931331508	0.516	0.284	2.47014328501184e-08	"VSMC"	"Plpp3"
8.23544385205843e-13	0.530696980954383	0.202	0.057	2.73227320679742e-08	"VSMC"	"Fads3"
1.1263493577763e-12	0.736009043857472	0.613	0.437	3.73688926429444e-08	"VSMC"	"Mdh1"
2.24852945374373e-12	0.453058596930241	0.895	0.846	7.45994616868556e-08	"VSMC"	"Atp5j2"
3.06369338991494e-12	0.56008951401205	0.339	0.143	1.01644155597208e-07	"VSMC"	"Hoxa7"
3.54785223735854e-12	0.724480642097449	0.315	0.13	1.17707093678844e-07	"VSMC"	"Denn2b"
