""	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Uqcr11"	1.11925515496706e-249	0.295923819114199	0.923	0.724	3.71335282763421e-245	"Chemotaxis-Inducing Mac"	"Uqcr11"
"Por"	3.26490665215015e-249	0.294776748654281	0.658	0.341	1.08319807998385e-244	"Chemotaxis-Inducing Mac"	"Por"
"Pkm1"	9.89461788334688e-249	0.310946153759872	0.991	0.898	3.282737375158e-244	"Chemotaxis-Inducing Mac"	"Pkm"
"Mydgf"	5.37309018898567e-248	0.304077965935732	0.755	0.447	1.78263013199978e-243	"Chemotaxis-Inducing Mac"	"Mydgf"
"Cd93"	1.3556416622315e-247	0.289097677711599	0.761	0.425	4.49761234278545e-243	"Chemotaxis-Inducing Mac"	"Cd93"
"Ndufa12"	8.04485776048675e-247	0.316850511314041	0.784	0.487	2.66904245919669e-242	"Chemotaxis-Inducing Mac"	"Ndufa12"
"Atp6v1d"	6.75515392465427e-246	0.3068462313627	0.784	0.485	2.24115741758255e-241	"Chemotaxis-Inducing Mac"	"Atp6v1d"
"Rab7b"	1.03942645649005e-245	0.281926919377231	0.688	0.368	3.44850515469705e-241	"Chemotaxis-Inducing Mac"	"Rab7b"
"Trappc2l"	5.06415029778606e-244	0.307400150299882	0.816	0.531	1.68013314429648e-239	"Chemotaxis-Inducing Mac"	"Trappc2l"
"Hsp90b1"	1.22663861371973e-241	0.333199685886451	0.894	0.642	4.06961892873796e-237	"Chemotaxis-Inducing Mac"	"Hsp90b1"
"Stx4a"	5.47367208403406e-233	0.268899204168035	0.68	0.373	1.81600018731998e-228	"Chemotaxis-Inducing Mac"	"Stx4a"
"Lamtor3"	1.34486893077057e-232	0.276472750378658	0.705	0.396	4.46187165161752e-228	"Chemotaxis-Inducing Mac"	"Lamtor3"
"Txndc17"	1.05406487735605e-231	0.2903791519228	0.875	0.623	3.49707104360415e-227	"Chemotaxis-Inducing Mac"	"Txndc17"
"Psmb5"	1.51598190182361e-230	0.316272559991632	0.82	0.549	5.02957315568019e-226	"Chemotaxis-Inducing Mac"	"Psmb5"
"Naa20"	2.89294039740748e-228	0.251888421105102	0.59	0.295	9.59790835647879e-224	"Chemotaxis-Inducing Mac"	"Naa20"
"Emp31"	1.55549375310129e-225	0.250725451877458	0.973	0.81	5.16066162466417e-221	"Chemotaxis-Inducing Mac"	"Emp3"
"Selenow"	1.05779999043118e-224	0.282901134185464	0.934	0.696	3.50946302825354e-220	"Chemotaxis-Inducing Mac"	"Selenow"
"Rexo2"	1.40381004435485e-223	0.261802116385514	0.716	0.403	4.65742058415607e-219	"Chemotaxis-Inducing Mac"	"Rexo2"
"Esd1"	3.29758930133411e-222	0.380913996257154	0.914	0.729	1.09404120250362e-217	"Chemotaxis-Inducing Mac"	"Esd"
"Lamp1"	5.78706399287709e-221	0.387018926000909	0.952	0.756	1.91997422091683e-216	"Chemotaxis-Inducing Mac"	"Lamp1"
"Atp5j2"	7.77742695405684e-221	0.259045447661128	0.964	0.822	2.58031694054744e-216	"Chemotaxis-Inducing Mac"	"Atp5j2"
"Ctss"	1.32913555351541e-220	0.288486496403868	0.988	0.883	4.40967302589807e-216	"Chemotaxis-Inducing Mac"	"Ctss"
"Rps27l"	6.8035801259931e-220	0.289158401311062	0.956	0.78	2.25722377840073e-215	"Chemotaxis-Inducing Mac"	"Rps27l"
"Ap2m1"	1.27026811547964e-219	0.295355456585702	0.84	0.57	4.21436852672679e-215	"Chemotaxis-Inducing Mac"	"Ap2m1"
"Cd38"	2.95257252262635e-219	0.252433196836969	0.535	0.259	9.79574985831745e-215	"Chemotaxis-Inducing Mac"	"Cd38"
"Tceal9"	4.10100669895717e-217	0.283276774270646	0.746	0.436	1.36059099251302e-212	"Chemotaxis-Inducing Mac"	"Tceal9"
"Atp5mpl"	4.01425608925965e-214	0.254264596191158	0.955	0.819	1.33180974273367e-209	"Chemotaxis-Inducing Mac"	"Atp5mpl"
"Gngt2"	9.3428780459013e-213	0.360973654350834	0.787	0.589	3.09968664928867e-208	"Chemotaxis-Inducing Mac"	"Gngt2"
"Rab1a"	4.28818755297e-211	0.28839315810706	0.877	0.63	1.42269198444886e-206	"Chemotaxis-Inducing Mac"	"Rab1a"
"Ap2s1"	5.18204657867657e-211	0.289789948927732	0.879	0.643	1.71924759340753e-206	"Chemotaxis-Inducing Mac"	"Ap2s1"
"Cdk4"	2.21285868056912e-210	0.250575028958054	0.71	0.389	7.34160124452418e-206	"Chemotaxis-Inducing Mac"	"Cdk4"
"Pdia3"	3.80456820582293e-210	0.298836132178727	0.891	0.661	1.26224159364587e-205	"Chemotaxis-Inducing Mac"	"Pdia3"
"Arl8b"	1.63684114297937e-209	0.258565760837922	0.687	0.393	5.43054786006266e-205	"Chemotaxis-Inducing Mac"	"Arl8b"
"Atp6v0d1"	1.26808783455793e-208	0.272873858999299	0.857	0.61	4.20713500871284e-204	"Chemotaxis-Inducing Mac"	"Atp6v0d1"
"Bola2"	1.13619092587598e-207	0.275808171625084	0.847	0.582	3.76954063477874e-203	"Chemotaxis-Inducing Mac"	"Bola2"
"Acp5"	4.89044676575724e-205	0.305611065334132	0.651	0.363	1.62250352347528e-200	"Chemotaxis-Inducing Mac"	"Acp5"
"Ndufab1"	5.59729252974326e-205	0.262797423736978	0.753	0.458	1.85701374259292e-200	"Chemotaxis-Inducing Mac"	"Ndufab1"
"Mpeg1"	7.68548056667333e-204	0.30426563312693	0.875	0.611	2.54981188760521e-199	"Chemotaxis-Inducing Mac"	"Mpeg1"
"Bscl2"	9.37344816317734e-204	0.25779840918019	0.587	0.317	3.10982889709734e-199	"Chemotaxis-Inducing Mac"	"Bscl2"
"Prdx61"	2.78910761137512e-203	0.499798771266126	0.931	0.76	9.25342232225922e-199	"Chemotaxis-Inducing Mac"	"Prdx6"
"Soat1"	1.74584373581111e-202	0.264130985421987	0.77	0.472	5.79218576230051e-198	"Chemotaxis-Inducing Mac"	"Soat1"
"Gpx4"	1.53005051753495e-199	0.269507286854117	0.955	0.87	5.07624860202569e-195	"Chemotaxis-Inducing Mac"	"Gpx4"
"Tspan3"	4.9705567821976e-193	0.265517964014981	0.416	0.184	1.6490816236297e-188	"Chemotaxis-Inducing Mac"	"Tspan3"
"Lamtor5"	3.28592366012744e-192	0.259744442818044	0.818	0.559	1.09017089272048e-187	"Chemotaxis-Inducing Mac"	"Lamtor5"
"Dnajb11"	7.82286022106464e-191	0.251867172736158	0.681	0.395	2.59539033554262e-186	"Chemotaxis-Inducing Mac"	"Dnajb11"
"Trem2"	2.06586868772385e-190	0.315186507815104	0.88	0.607	6.8539325452614e-186	"Chemotaxis-Inducing Mac"	"Trem2"
"Spcs1"	1.65057144569018e-188	0.251520282860824	0.871	0.643	5.47610088536632e-184	"Chemotaxis-Inducing Mac"	"Spcs1"
"Hilpda1"	1.20975422413288e-187	0.348752247589216	0.793	0.52	4.01360158940564e-183	"Chemotaxis-Inducing Mac"	"Hilpda"
"Npy"	2.67476557502073e-186	0.343632172404775	0.209	0.058	8.87406974824627e-182	"Chemotaxis-Inducing Mac"	"Npy"
"Ldha1"	9.03540798719159e-186	0.277175911363292	0.969	0.822	2.99767730791055e-181	"Chemotaxis-Inducing Mac"	"Ldha"
"Ndufa1"	2.59235088612157e-184	0.256410373208537	0.898	0.691	8.60064253488554e-180	"Chemotaxis-Inducing Mac"	"Ndufa1"
"Lamtor1"	1.90420078840931e-183	0.262048881291842	0.861	0.631	6.31756695570557e-179	"Chemotaxis-Inducing Mac"	"Lamtor1"
"Atp6v0d2"	6.32785949573167e-175	0.284974918502462	0.179	0.045	2.0993939448989e-170	"Chemotaxis-Inducing Mac"	"Atp6v0d2"
"Sptssa"	3.46793368585499e-172	0.268105770732147	0.804	0.549	1.15055635895611e-167	"Chemotaxis-Inducing Mac"	"Sptssa"
"Manf1"	1.29492653582399e-169	0.266109843202235	0.839	0.585	4.29617776790324e-165	"Chemotaxis-Inducing Mac"	"Manf"
"Id2"	1.50568545719282e-160	0.251412028775234	0.865	0.614	4.99541264132862e-156	"Chemotaxis-Inducing Mac"	"Id2"
"Lyz2"	1.06311459556848e-151	0.256054868932797	0.992	0.905	3.52709529371755e-147	"Chemotaxis-Inducing Mac"	"Lyz2"
"Gclm"	1.71242148888402e-149	0.332610487245593	0.362	0.176	5.6813007736705e-145	"Chemotaxis-Inducing Mac"	"Gclm"
"Lpl"	3.93302165564463e-144	0.255956659908266	0.326	0.147	1.30485859469322e-139	"Chemotaxis-Inducing Mac"	"Lpl"
"Bnip31"	2.17421245230889e-139	0.27028343909388	0.441	0.231	7.21338465302521e-135	"Chemotaxis-Inducing Mac"	"Bnip3"
"C1qb"	8.03280426008685e-111	0.271982820449249	0.841	0.67	2.66504346936902e-106	"Chemotaxis-Inducing Mac"	"C1qb"
"C1qc"	9.0004632707204e-110	0.251767039470532	0.815	0.62	2.98608369932691e-105	"Chemotaxis-Inducing Mac"	"C1qc"
"Igf1"	3.11573623150354e-66	0.25523073433024	0.297	0.176	1.03370780952593e-61	"Chemotaxis-Inducing Mac"	"Igf1"
"Mfge8"	6.54935082725965e-47	0.311879337789162	0.181	0.1	2.17287812395993e-42	"Chemotaxis-Inducing Mac"	"Mfge8"
"Clec4n1"	1.21363487888256e-39	0.525729861240796	0.52	0.406	4.02647643766866e-35	"Chemotaxis-Inducing Mac"	"Clec4n"
"Ccl91"	5.45097714196926e-28	0.33015460903805	0.642	0.513	1.80847068639114e-23	"Chemotaxis-Inducing Mac"	"Ccl9"
"Ccl62"	3.38357522000123e-15	0.323545579158132	0.77	0.655	1.12256875073981e-10	"Chemotaxis-Inducing Mac"	"Ccl6"
"Cxcl32"	0.0068748890452786	0.513768288462816	0.169	0.194	1	"Chemotaxis-Inducing Mac"	"Cxcl3"
"Apoe"	0	1.72532628547564	0.998	0.854	0	"Inflammatory Mac"	"Apoe"
"Selenop"	0	1.27153926244216	0.982	0.546	0	"Inflammatory Mac"	"Selenop"
"Trem21"	0	1.07090712548136	0.987	0.629	0	"Inflammatory Mac"	"Trem2"
"C1qc1"	0	0.960704230713233	0.97	0.617	0	"Inflammatory Mac"	"C1qc"
"C1qb1"	0	0.957644229921706	0.974	0.668	0	"Inflammatory Mac"	"C1qb"
"Ms4a7"	0	0.95678656589415	0.944	0.46	0	"Inflammatory Mac"	"Ms4a7"
"C1qa"	0	0.946111530057962	0.949	0.61	0	"Inflammatory Mac"	"C1qa"
"Lyz21"	0	0.940281034240741	0.998	0.919	0	"Inflammatory Mac"	"Lyz2"
"Fcrls"	0	0.877208362635676	0.695	0.307	0	"Inflammatory Mac"	"Fcrls"
"Hexb"	0	0.861855724428302	0.979	0.73	0	"Inflammatory Mac"	"Hexb"
"Apoc1"	0	0.842633331597205	0.399	0.126	0	"Inflammatory Mac"	"Apoc1"
"Ctss1"	0	0.809208709327263	0.998	0.899	0	"Inflammatory Mac"	"Ctss"
"Rgs10"	0	0.792681825487624	0.961	0.66	0	"Inflammatory Mac"	"Rgs10"
"Gpx3"	0	0.755063153565815	0.607	0.198	0	"Inflammatory Mac"	"Gpx3"
"Cox7a2l"	0	0.72328194404651	0.953	0.679	0	"Inflammatory Mac"	"Cox7a2l"
"Gyg"	0	0.722385864400719	0.76	0.422	0	"Inflammatory Mac"	"Gyg"
"Aif1"	0	0.715811761532414	0.882	0.543	0	"Inflammatory Mac"	"Aif1"
"Rnase4"	0	0.712726264527946	0.822	0.419	0	"Inflammatory Mac"	"Rnase4"
"Hexa1"	0	0.707660353127905	0.978	0.731	0	"Inflammatory Mac"	"Hexa"
"Ly86"	0	0.698170549743426	0.847	0.488	0	"Inflammatory Mac"	"Ly86"
"Ctsd1"	0	0.689576215291473	0.998	0.968	0	"Inflammatory Mac"	"Ctsd"
"Rtcb"	0	0.687256439468505	0.756	0.375	0	"Inflammatory Mac"	"Rtcb"
"Syngr11"	0	0.682315881377695	0.937	0.471	0	"Inflammatory Mac"	"Syngr1"
"Cx3cr1"	0	0.670369856269519	0.519	0.193	0	"Inflammatory Mac"	"Cx3cr1"
"Rgs1"	0	0.662574777071784	0.808	0.464	0	"Inflammatory Mac"	"Rgs1"
"Itm2b"	0	0.646553644538068	0.998	0.953	0	"Inflammatory Mac"	"Itm2b"
"Gpnmb1"	0	0.646001990288763	0.889	0.472	0	"Inflammatory Mac"	"Gpnmb"
"Bst2"	0	0.620726315789451	0.922	0.619	0	"Inflammatory Mac"	"Bst2"
"Ypel31"	0	0.620368205902094	0.828	0.463	0	"Inflammatory Mac"	"Ypel3"
"Apoc4"	0	0.612857706547122	0.294	0.064	0	"Inflammatory Mac"	"Apoc4"
"Gm1673"	0	0.601337628576759	0.541	0.171	0	"Inflammatory Mac"	"Gm1673"
"Eef1a1"	0	0.593266172333391	1	0.983	0	"Inflammatory Mac"	"Eef1a1"
"Unc93b1"	0	0.569993347609558	0.891	0.602	0	"Inflammatory Mac"	"Unc93b1"
"Npc2"	0	0.558669159077434	0.993	0.889	0	"Inflammatory Mac"	"Npc2"
"Rpl18a"	0	0.558050889988031	1	0.963	0	"Inflammatory Mac"	"Rpl18a"
"Cd83"	0	0.557047268741418	0.741	0.343	0	"Inflammatory Mac"	"Cd83"
"Olfml3"	0	0.551678396573189	0.655	0.302	0	"Inflammatory Mac"	"Olfml3"
"Pld31"	0	0.547253512906907	0.802	0.464	0	"Inflammatory Mac"	"Pld3"
"B2m"	0	0.545766590548305	0.999	0.988	0	"Inflammatory Mac"	"B2m"
"Ldhb"	0	0.541649869976224	0.504	0.181	0	"Inflammatory Mac"	"Ldhb"
"Trf"	0	0.536317797344369	0.854	0.546	0	"Inflammatory Mac"	"Trf"
"Rpl10a"	0	0.533098614646509	0.996	0.879	0	"Inflammatory Mac"	"Rpl10a"
"Hebp1"	0	0.528195318783402	0.682	0.316	0	"Inflammatory Mac"	"Hebp1"
"Rps4x"	0	0.520480398437553	0.997	0.925	0	"Inflammatory Mac"	"Rps4x"
"Rpl37a"	0	0.501761577688555	1	0.979	0	"Inflammatory Mac"	"Rpl37a"
"Rps28"	0	0.501126730632871	0.997	0.946	0	"Inflammatory Mac"	"Rps28"
"Snx5"	0	0.500968719555227	0.915	0.656	0	"Inflammatory Mac"	"Snx5"
"Itgb5"	0	0.500594005145187	0.791	0.47	0	"Inflammatory Mac"	"Itgb5"
"Ctsa1"	0	0.49442828596722	0.953	0.705	0	"Inflammatory Mac"	"Ctsa"
"Cd300c2"	0	0.494348068312225	0.933	0.647	0	"Inflammatory Mac"	"Cd300c2"
"Mpeg11"	0	0.482740070339976	0.936	0.643	0	"Inflammatory Mac"	"Mpeg1"
"Rpl36a"	0	0.482699608691893	0.994	0.862	0	"Inflammatory Mac"	"Rpl36a"
"Eef2"	0	0.466927504556483	0.977	0.854	0	"Inflammatory Mac"	"Eef2"
"H2-D1"	0	0.465926008213295	0.997	0.988	0	"Inflammatory Mac"	"H2-D1"
"Rpl21"	0	0.46343555340767	0.998	0.949	0	"Inflammatory Mac"	"Rpl21"
"Pfdn5"	0	0.460232282548061	0.979	0.887	0	"Inflammatory Mac"	"Pfdn5"
"Rps27"	0	0.460145594233182	0.999	0.992	0	"Inflammatory Mac"	"Rps27"
"Rpl6"	0	0.454286815611797	0.997	0.939	0	"Inflammatory Mac"	"Rpl6"
"Ramp1"	0	0.451859658426193	0.528	0.207	0	"Inflammatory Mac"	"Ramp1"
"Eif3h"	0	0.451611881232245	0.932	0.737	0	"Inflammatory Mac"	"Eif3h"
"Rps5"	0	0.444442270780753	0.997	0.935	0	"Inflammatory Mac"	"Rps5"
"Rps29"	0	0.43877588987297	0.999	0.994	0	"Inflammatory Mac"	"Rps29"
"Rps23"	0	0.438217792775445	0.999	0.965	0	"Inflammatory Mac"	"Rps23"
"Rpl7a"	0	0.438080330350868	0.991	0.889	0	"Inflammatory Mac"	"Rpl7a"
"Rpl3"	0	0.430377893758713	0.998	0.899	0	"Inflammatory Mac"	"Rpl3"
"Cst3"	0	0.42142290280313	0.997	0.978	0	"Inflammatory Mac"	"Cst3"
"Rapsn"	0	0.421200053420578	0.371	0.106	0	"Inflammatory Mac"	"Rapsn"
"Rpl26"	0	0.421148999541392	0.998	0.953	0	"Inflammatory Mac"	"Rpl26"
"Rps15"	0	0.420618236894029	0.998	0.925	0	"Inflammatory Mac"	"Rps15"
"Rps20"	0	0.419326627494539	0.996	0.925	0	"Inflammatory Mac"	"Rps20"
"Rpl4"	0	0.419268503510804	0.992	0.889	0	"Inflammatory Mac"	"Rpl4"
"Rpl23"	0	0.416822655371542	0.999	0.978	0	"Inflammatory Mac"	"Rpl23"
"Rpl37"	0	0.41500934108972	0.998	0.978	0	"Inflammatory Mac"	"Rpl37"
"Rpl17"	0	0.406615348662403	0.998	0.965	0	"Inflammatory Mac"	"Rpl17"
"Rps14"	0	0.405038224298187	0.999	0.978	0	"Inflammatory Mac"	"Rps14"
"Rpl31"	0	0.403027368892175	0.997	0.919	0	"Inflammatory Mac"	"Rpl31"
"Rpl32"	0	0.388640637663111	0.997	0.951	0	"Inflammatory Mac"	"Rpl32"
"Rpl36"	0	0.384360077255028	0.996	0.922	0	"Inflammatory Mac"	"Rpl36"
"Rps19"	0	0.380111534967424	1	0.939	0	"Inflammatory Mac"	"Rps19"
"Rplp1"	0	0.378644803187678	0.999	0.97	0	"Inflammatory Mac"	"Rplp1"
"Rps21"	0	0.366370941377582	0.994	0.923	0	"Inflammatory Mac"	"Rps21"
"Rpl27a"	0	0.363726155541496	0.999	0.966	0	"Inflammatory Mac"	"Rpl27a"
"Rpl10"	0	0.363297954459294	0.999	0.966	0	"Inflammatory Mac"	"Rpl10"
"Rpl24"	0	0.358652274488289	0.998	0.945	0	"Inflammatory Mac"	"Rpl24"
"Rpl23a"	0	0.35511094251429	0.997	0.95	0	"Inflammatory Mac"	"Rpl23a"
"Rps12"	0	0.345800545130144	0.995	0.954	0	"Inflammatory Mac"	"Rps12"
"Rpl11"	0	0.344091129970235	0.997	0.94	0	"Inflammatory Mac"	"Rpl11"
"Rps25"	0	0.337386901153344	0.998	0.969	0	"Inflammatory Mac"	"Rps25"
"Fau"	0	0.336703528308753	1	0.998	0	"Inflammatory Mac"	"Fau"
"Rps11"	0	0.334382553604958	0.999	0.954	0	"Inflammatory Mac"	"Rps11"
"Rpl35a"	0	0.330553226754016	0.998	0.98	0	"Inflammatory Mac"	"Rpl35a"
"Rps16"	0	0.310915666441981	0.998	0.982	0	"Inflammatory Mac"	"Rps16"
"Rps24"	3.07267251640309e-304	0.321008607173973	0.999	0.963	1.01942056076705e-299	"Inflammatory Mac"	"Rps24"
"Rpl35"	9.56801899995181e-304	0.369125689335645	0.997	0.907	3.17438166361401e-299	"Inflammatory Mac"	"Rpl35"
"Rpl7"	1.36135081374752e-303	0.355013503082387	0.993	0.922	4.51655359477015e-299	"Inflammatory Mac"	"Rpl7"
"Rps7"	9.7545832979329e-298	0.334047191086578	0.997	0.935	3.2362781007552e-293	"Inflammatory Mac"	"Rps7"
"Cd631"	6.93816424395862e-296	0.468241158768874	0.981	0.757	2.30187475121815e-291	"Inflammatory Mac"	"Cd63"
"Use1"	1.30844252910954e-295	0.470691894858886	0.817	0.549	4.34101977882673e-291	"Inflammatory Mac"	"Use1"
"Ptpn18"	5.52393377444844e-291	0.442815743815214	0.915	0.646	1.83267550834876e-286	"Inflammatory Mac"	"Ptpn18"
"Rpl39"	6.5549862923166e-290	0.337590060250709	0.997	0.954	2.17474780220188e-285	"Inflammatory Mac"	"Rpl39"
"Rpl5"	1.25019698515363e-289	0.374541776158627	0.987	0.829	4.14777853764419e-285	"Inflammatory Mac"	"Rpl5"
"Rpl30"	1.25135494680644e-279	0.320346850723409	0.991	0.926	4.15162030701973e-275	"Inflammatory Mac"	"Rpl30"
"Rpl28"	1.85776111402287e-276	0.32635653104565	0.995	0.935	6.16349404799368e-272	"Inflammatory Mac"	"Rpl28"
"Naca"	9.52335893488309e-275	0.365972276488777	0.983	0.87	3.15956479382616e-270	"Inflammatory Mac"	"Naca"
"Timp2"	2.31775978759452e-267	0.625456309393484	0.755	0.442	7.68963164730233e-263	"Inflammatory Mac"	"Timp2"
"Bmyc"	2.97030284595797e-265	0.419202844989696	0.462	0.191	9.85457375203474e-261	"Inflammatory Mac"	"Bmyc"
"AB124611"	4.7999465398275e-261	0.458707135924958	0.801	0.565	1.59247826351857e-256	"Inflammatory Mac"	"AB124611"
"Rpl29"	6.84415138323555e-261	0.346179245986476	0.993	0.909	2.27068410441606e-256	"Inflammatory Mac"	"Rpl29"
"Hpgds"	3.63508074254954e-259	0.41225813878365	0.552	0.263	1.20601073795566e-254	"Inflammatory Mac"	"Hpgds"
"Rpl34"	7.02709686128645e-258	0.279584905682045	0.997	0.971	2.33137992566901e-253	"Inflammatory Mac"	"Rpl34"
"Igf11"	5.86106611140699e-254	0.463153253556025	0.437	0.163	1.9445259037815e-249	"Inflammatory Mac"	"Igf1"
"Camk1"	9.5732005800805e-250	0.419780760354635	0.781	0.471	3.17610075645331e-245	"Inflammatory Mac"	"Camk1"
"Fos"	8.26445313944901e-249	0.524956814053459	0.924	0.733	2.741897618075e-244	"Inflammatory Mac"	"Fos"
"Creg11"	2.41740675038185e-246	0.433164307484097	0.905	0.649	8.02023037574188e-242	"Inflammatory Mac"	"Creg1"
"Rpl19"	2.97451770096078e-246	0.27531890821623	0.999	0.96	9.86855737647759e-242	"Inflammatory Mac"	"Rpl19"
"Rps27rt"	3.46512023505285e-244	0.468262534020729	0.926	0.733	1.14962294038348e-239	"Inflammatory Mac"	"Rps27rt"
"Atp5g2"	6.12906749010074e-241	0.37777312907274	0.955	0.765	2.03344072119072e-236	"Inflammatory Mac"	"Atp5g2"
"Ang"	2.41449860638016e-238	0.398741868344812	0.484	0.22	8.01058202638745e-234	"Inflammatory Mac"	"Ang"
"Rps17"	2.69789351243801e-236	0.301254718344615	0.996	0.915	8.95080130621558e-232	"Inflammatory Mac"	"Rps17"
"Rps13"	8.48192353417767e-236	0.276699438278068	0.996	0.966	2.81404777093413e-231	"Inflammatory Mac"	"Rps13"
"Uqcrh"	6.36947729124071e-235	0.335839261321918	0.965	0.866	2.11320148091493e-230	"Inflammatory Mac"	"Uqcrh"
"Rpl41"	2.84791404739009e-234	0.25176790589079	1	0.991	9.44852443502611e-230	"Inflammatory Mac"	"Rpl41"
"Ctsb1"	5.35922633128367e-232	0.405862030944088	0.999	0.941	1.77803051992998e-227	"Inflammatory Mac"	"Ctsb"
"Hscb"	1.1811362669178e-230	0.358085561865696	0.42	0.178	3.91865579275317e-226	"Inflammatory Mac"	"Hscb"
"Ctsh"	1.44325942466554e-230	0.351756286232179	0.979	0.829	4.78830179321287e-226	"Inflammatory Mac"	"Ctsh"
"Junb"	2.99625689551627e-229	0.404668418780114	0.98	0.919	9.94068150225432e-225	"Inflammatory Mac"	"Junb"
"Rps3"	2.38324578985083e-228	0.271434862668666	0.998	0.96	7.90689455698809e-224	"Inflammatory Mac"	"Rps3"
"P2rx4"	1.57856672718074e-227	0.41510751226953	0.709	0.441	5.23721083076755e-223	"Inflammatory Mac"	"P2rx4"
"Rpl13"	1.70498772524173e-226	0.289419225329269	1	0.962	5.65663777603447e-222	"Inflammatory Mac"	"Rpl13"
"Nop53"	1.19948865951096e-225	0.390289604874867	0.801	0.546	3.97954352565952e-221	"Inflammatory Mac"	"Nop53"
"Ccrl21"	3.07363234667034e-225	0.41889315987783	0.673	0.386	1.01973900365482e-220	"Inflammatory Mac"	"Ccrl2"
"Pld4"	1.64699930313189e-221	0.407622106254126	0.806	0.519	5.46424958800069e-217	"Inflammatory Mac"	"Pld4"
"Npm1"	1.49996351646154e-220	0.348032727809869	0.956	0.787	4.97642895856446e-216	"Inflammatory Mac"	"Npm1"
"Eef1b2"	8.71850160291194e-220	0.342822696240108	0.939	0.746	2.89253727679809e-215	"Inflammatory Mac"	"Eef1b2"
"Tmem86a"	3.63312388683945e-215	0.413863320255527	0.612	0.345	1.20536151193673e-210	"Inflammatory Mac"	"Tmem86a"
"Ppfia4"	7.28276403609907e-215	0.366948524268657	0.34	0.121	2.41620262425659e-210	"Inflammatory Mac"	"Ppfia4"
"Blnk"	1.99518149524688e-213	0.383782572654022	0.518	0.264	6.61941364678056e-209	"Inflammatory Mac"	"Blnk"
"Axl"	2.36340329866711e-212	0.367740220387579	0.359	0.132	7.84106312398787e-208	"Inflammatory Mac"	"Axl"
"Mpst"	2.955590779078e-212	0.328600438803796	0.384	0.158	9.80576352774708e-208	"Inflammatory Mac"	"Mpst"
"Lgals3bp"	7.4535889979601e-212	0.430911897941114	0.592	0.332	2.47287722185322e-207	"Inflammatory Mac"	"Lgals3bp"
"Gdf15"	4.82583683462964e-210	0.75426735495472	0.463	0.223	1.60106788662507e-205	"Inflammatory Mac"	"Gdf15"
"Abhd12"	8.44796274337306e-208	0.38475123776258	0.744	0.465	2.80278059936888e-203	"Inflammatory Mac"	"Abhd12"
"Rpl14"	1.92889775458163e-206	0.262400866865874	0.996	0.917	6.39950408037549e-202	"Inflammatory Mac"	"Rpl14"
"Cpq"	2.06057169506668e-205	0.263539571634499	0.259	0.076	6.83635871272271e-201	"Inflammatory Mac"	"Cpq"
"Kxd1"	5.336044128814e-205	0.379023737750867	0.573	0.324	1.77033936061662e-200	"Inflammatory Mac"	"Kxd1"
"Igbp1"	1.3482594045745e-204	0.34664274287962	0.492	0.245	4.47312022655682e-200	"Inflammatory Mac"	"Igbp1"
"Rtraf"	2.55942193946353e-204	0.374881749651191	0.843	0.618	8.49139416855816e-200	"Inflammatory Mac"	"Rtraf"
"Dcxr"	3.92270846630107e-202	0.363544235038654	0.511	0.264	1.3014369878647e-197	"Inflammatory Mac"	"Dcxr"
"Rpl12"	6.3910044818064e-202	0.290536409769662	0.989	0.86	2.12034355692891e-197	"Inflammatory Mac"	"Rpl12"
"Tmem37"	1.5694991475379e-199	0.363849055423734	0.629	0.356	5.20712732178649e-195	"Inflammatory Mac"	"Tmem37"
"Blvrb"	3.56996224756343e-199	0.359039180273604	0.717	0.437	1.18440637487412e-194	"Inflammatory Mac"	"Blvrb"
"Rps10"	1.07431247656247e-198	0.26107559831363	0.995	0.952	3.56424650349132e-194	"Inflammatory Mac"	"Rps10"
"Grn1"	5.98534141772501e-198	0.367270486450372	0.985	0.854	1.98575672215863e-193	"Inflammatory Mac"	"Grn"
"Zfp467"	1.04375723183388e-195	0.276356603083032	0.285	0.095	3.46287336805526e-191	"Inflammatory Mac"	"Zfp467"
"Rps18"	1.048750448773e-193	0.263957849778171	0.997	0.924	3.47943936389417e-189	"Inflammatory Mac"	"Rps18"
"Cxcl16"	6.77005231092369e-190	0.37502097283427	0.686	0.411	2.24610025519515e-185	"Inflammatory Mac"	"Cxcl16"
"Man2b1"	1.999055053561e-189	0.374838761317635	0.69	0.441	6.63226495119932e-185	"Inflammatory Mac"	"Man2b1"
"Adipor11"	1.72560965641718e-184	0.327257135153108	0.831	0.622	5.72505515709528e-180	"Inflammatory Mac"	"Adipor1"
"Cybb"	1.0922126903686e-183	0.310895554038619	0.678	0.397	3.62363404283589e-179	"Inflammatory Mac"	"Cybb"
"Lyl1"	1.09262040657388e-183	0.331570355453418	0.412	0.187	3.62498672289017e-179	"Inflammatory Mac"	"Lyl1"
"Otulinl"	1.56457327988301e-183	0.353777625299034	0.72	0.466	5.19078477066786e-179	"Inflammatory Mac"	"Otulinl"
"Rpl15"	9.81457274376823e-181	0.37292042376798	0.983	0.89	3.25618079919999e-176	"Inflammatory Mac"	"Rpl15"
"Tmem119"	3.4690765269243e-180	0.409242695531772	0.363	0.154	1.15093551933768e-175	"Inflammatory Mac"	"Tmem119"
