""	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Anp32e"	1.48608777791794e-246	0.350848330584114	0.68	0.36	4.93039342079834e-242	"Dividing Microglia"	"Anp32e"
"Nudcd2"	3.26426379415516e-245	0.275882575485092	0.536	0.235	1.08298479898686e-240	"Dividing Microglia"	"Nudcd2"
"Nudt5"	1.43298805608673e-243	0.251673869841771	0.509	0.215	4.75422447367894e-239	"Dividing Microglia"	"Nudt5"
"Polr2f"	2.35099371508917e-243	0.372054155925066	0.792	0.476	7.79989184855133e-239	"Dividing Microglia"	"Polr2f"
"Npm3"	4.04517663651443e-243	0.390479109536557	0.695	0.376	1.34206825269639e-238	"Dividing Microglia"	"Npm3"
"Fam111a"	1.29076659995753e-242	0.303669827154561	0.623	0.301	4.28237634867908e-238	"Dividing Microglia"	"Fam111a"
"Snrpf"	6.2300875107962e-240	0.395491331111679	0.893	0.66	2.06695613345685e-235	"Dividing Microglia"	"Snrpf"
"Hnrnpf"	1.57298475366551e-239	0.321753055347168	0.969	0.855	5.21869151723605e-235	"Dividing Microglia"	"Hnrnpf"
"Cbx3"	3.62816217093678e-239	0.428739870347176	0.704	0.393	1.20371536345169e-234	"Dividing Microglia"	"Cbx3"
"Fkbp3"	2.58688821915526e-234	0.335285188163898	0.687	0.36	8.58251904469141e-230	"Dividing Microglia"	"Fkbp3"
"Elob"	6.95167710222821e-234	0.325611210441275	0.96	0.827	2.30635791220625e-229	"Dividing Microglia"	"Elob"
"Pfdn6"	1.95828424097967e-233	0.320789157316008	0.681	0.359	6.49699962629825e-229	"Dividing Microglia"	"Pfdn6"
"Cox7b"	6.71544702968095e-233	0.388641750240442	0.939	0.73	2.22798386103725e-228	"Dividing Microglia"	"Cox7b"
"Hnrnpab"	7.06593288709638e-232	0.391287270538799	0.827	0.533	2.34426455395197e-227	"Dividing Microglia"	"Hnrnpab"
"Tpi1"	3.81999775988362e-230	0.350048385430748	0.883	0.621	1.26736065679659e-225	"Dividing Microglia"	"Tpi1"
"Cisd1"	6.36720092584587e-230	0.285957145048962	0.589	0.286	2.11244625116789e-225	"Dividing Microglia"	"Cisd1"
"Prdx1"	3.8941730772737e-228	0.317041987287124	0.983	0.907	1.2919698018471e-223	"Dividing Microglia"	"Prdx1"
"Fn1"	1.87769158233291e-226	0.556757668876056	0.6	0.317	6.22961736270588e-222	"Dividing Microglia"	"Fn1"
"Lyar"	3.47454747427208e-225	0.323081335114568	0.523	0.24	1.15275061553925e-220	"Dividing Microglia"	"Lyar"
"Cox5b"	4.10474501119773e-223	0.342311354497582	0.948	0.797	1.36183125236507e-218	"Dividing Microglia"	"Cox5b"
"Psma7"	5.57750114450485e-222	0.361969852966163	0.936	0.727	1.85044755471237e-217	"Dividing Microglia"	"Psma7"
"Ybx1"	6.49051746152537e-222	0.587313173552665	0.918	0.716	2.15335897821027e-217	"Dividing Microglia"	"Ybx1"
"Hpf1"	3.94156854205919e-221	0.302324449179201	0.656	0.35	1.30769419519898e-216	"Dividing Microglia"	"Hpf1"
"Mrpl20"	6.58810619128321e-218	0.35894841070187	0.781	0.487	2.18573599108203e-213	"Dividing Microglia"	"Mrpl20"
"Pgam1"	6.16395514503151e-217	0.345136418033348	0.891	0.655	2.0450153984671e-212	"Dividing Microglia"	"Pgam1"
"Ssna1"	2.62006365148605e-215	0.267038499566239	0.595	0.295	8.69258517653526e-211	"Dividing Microglia"	"Ssna1"
"Krtcap2"	4.47615626644128e-215	0.33351858668728	0.907	0.701	1.48505436451722e-210	"Dividing Microglia"	"Krtcap2"
"Erh"	1.01585152761127e-213	0.511916709035492	0.753	0.478	3.3702906131559e-209	"Dividing Microglia"	"Erh"
"Anapc5"	1.03285512954169e-213	0.292997086321326	0.669	0.365	3.42670346328046e-209	"Dividing Microglia"	"Anapc5"
"Atp5pb"	3.29787019604241e-213	0.322579402410247	0.941	0.767	1.09413439494099e-208	"Dividing Microglia"	"Atp5pb"
"Rexo2"	1.32620699165251e-212	0.315763916808076	0.768	0.456	4.39995693620552e-208	"Dividing Microglia"	"Rexo2"
"Stub1"	5.12157079144996e-211	0.313460313717316	0.756	0.457	1.69918354147935e-206	"Dividing Microglia"	"Stub1"
"Ak6"	5.67677271417225e-211	0.250577183592513	0.528	0.241	1.88338288338093e-206	"Dividing Microglia"	"Ak6"
"Mthfd2"	6.88294244006943e-211	0.261730578487096	0.509	0.231	2.28355381334183e-206	"Dividing Microglia"	"Mthfd2"
"Hdgf"	6.3355751974316e-210	0.353147060013238	0.674	0.37	2.10195378325188e-205	"Dividing Microglia"	"Hdgf"
"Snrpd3"	1.92435730644535e-209	0.360556894309705	0.781	0.474	6.38444023559375e-205	"Dividing Microglia"	"Snrpd3"
"H2az2"	2.41515030365471e-208	0.584773314462179	0.5	0.262	8.01274416243522e-204	"Dividing Microglia"	"H2az2"
"Rnaseh2c"	7.04965542212668e-207	0.31398045476435	0.711	0.41	2.33886417939897e-202	"Dividing Microglia"	"Rnaseh2c"
"Uqcr11"	3.58291522343122e-206	0.333779318409287	0.951	0.803	1.18870378367777e-201	"Dividing Microglia"	"Uqcr11"
"Fam162a"	3.95557944693029e-206	0.276008862455999	0.611	0.309	1.31234259310806e-201	"Dividing Microglia"	"Fam162a"
"Cdkn2c"	4.37653661911853e-204	0.262790038296954	0.236	0.066	1.45200355412495e-199	"Dividing Microglia"	"Cdkn2c"
"Phb2"	7.40095911471188e-204	0.362271592786675	0.853	0.59	2.45541620548796e-199	"Dividing Microglia"	"Phb2"
"Pin1"	6.39051482206922e-203	0.28338588351568	0.683	0.377	2.12018110251791e-198	"Dividing Microglia"	"Pin1"
"Tcp1"	3.55792009376266e-202	0.327278027795016	0.823	0.543	1.18041114950764e-197	"Dividing Microglia"	"Tcp1"
"Srm"	5.69699236470444e-202	0.432707960682652	0.525	0.266	1.89009115683799e-197	"Dividing Microglia"	"Srm"
"Alyref"	8.38703096817618e-202	0.340190356651092	0.541	0.268	2.78256526431181e-197	"Dividing Microglia"	"Alyref"
"Paics"	1.29096660097975e-201	0.262197746473501	0.578	0.287	4.28303989207051e-197	"Dividing Microglia"	"Paics"
"Cyc1"	3.07335805587966e-201	0.3423719412249	0.782	0.495	1.01964800219919e-196	"Dividing Microglia"	"Cyc1"
"Cacybp"	2.65382303748831e-199	0.381341239080004	0.7	0.41	8.80458869147495e-195	"Dividing Microglia"	"Cacybp"
"Atp5g3"	2.37820865757937e-198	0.340608214793814	0.866	0.622	7.89018286325108e-194	"Dividing Microglia"	"Atp5g3"
"Snu13"	3.61350697168005e-198	0.378902972595614	0.883	0.626	1.19885320799429e-193	"Dividing Microglia"	"Snu13"
"Prmt1"	3.62768242635441e-198	0.362188499274194	0.734	0.43	1.2035561985916e-193	"Dividing Microglia"	"Prmt1"
"Micos10"	5.01558436539488e-197	0.327539180361973	0.927	0.747	1.66402042490706e-192	"Dividing Microglia"	"Micos10"
"Hnrnpa3"	8.47676559257228e-197	0.328352526187435	0.931	0.729	2.81233652064771e-192	"Dividing Microglia"	"Hnrnpa3"
"U2af1"	7.48086844940885e-196	0.318765845290596	0.806	0.516	2.48192772546038e-191	"Dividing Microglia"	"U2af1"
"Ndufc1"	8.23989472074511e-196	0.320205533864083	0.852	0.584	2.73374987150161e-191	"Dividing Microglia"	"Ndufc1"
"Npm1"	1.74131230246292e-195	0.467927623478497	0.988	0.925	5.77715182588122e-191	"Dividing Microglia"	"Npm1"
"Chchd1"	2.35841680431013e-195	0.296149698905542	0.742	0.436	7.82451943165971e-191	"Dividing Microglia"	"Chchd1"
"Plp2"	3.10557536825843e-195	0.274025989135705	0.349	0.136	1.0303367399271e-190	"Dividing Microglia"	"Plp2"
"Mrpl28"	5.071800841775e-194	0.261538911529941	0.658	0.358	1.68267136527569e-189	"Dividing Microglia"	"Mrpl28"
"Ppa1"	1.13325500513095e-193	0.296383951782157	0.472	0.218	3.75980013052296e-189	"Dividing Microglia"	"Ppa1"
"Atp5j2"	3.81975162825629e-193	0.295664812162807	0.956	0.844	1.26727899770659e-188	"Dividing Microglia"	"Atp5j2"
"Rpl14"	1.0745994049794e-191	0.2566650779456	0.999	0.99	3.56519844590014e-187	"Dividing Microglia"	"Rpl14"
"Pycard"	3.40357053225509e-190	0.330476170028515	0.963	0.863	1.12920259548627e-185	"Dividing Microglia"	"Pycard"
"Eif1ax"	4.46277047118982e-190	0.285954061069987	0.643	0.348	1.48061335922665e-185	"Dividing Microglia"	"Eif1ax"
"Mrpl57"	1.37937705117842e-189	0.274173749014523	0.666	0.368	4.57635924269464e-185	"Dividing Microglia"	"Mrpl57"
"Atp5h"	3.67336118590072e-189	0.293396827025177	0.963	0.843	1.21871104064628e-184	"Dividing Microglia"	"Atp5h"
"Calm1"	9.88989669669749e-188	0.269790525711633	0.982	0.908	3.28117102706332e-183	"Dividing Microglia"	"Calm1"
"Eif2s1"	9.35484426351635e-187	0.337047605009917	0.72	0.421	3.10365668130682e-182	"Dividing Microglia"	"Eif2s1"
"Eloc"	5.42917499432693e-186	0.311216096074229	0.879	0.635	1.80123738786784e-181	"Dividing Microglia"	"Eloc"
"Bub3"	3.06795199670735e-185	0.319554028206178	0.724	0.446	1.0178544339476e-180	"Dividing Microglia"	"Bub3"
"Eny2"	2.07399147370413e-184	0.26133859733869	0.663	0.363	6.88088151230819e-180	"Dividing Microglia"	"Eny2"
"Ndufa5"	1.24155255554256e-182	0.304849890917994	0.772	0.482	4.11909891352356e-178	"Dividing Microglia"	"Ndufa5"
"Cdkn2d"	5.55401228888164e-182	0.316704608270002	0.442	0.211	1.84265465708226e-177	"Dividing Microglia"	"Cdkn2d"
"Aprt"	2.27373887299847e-181	0.356772429420181	0.852	0.608	7.54358345894703e-177	"Dividing Microglia"	"Aprt"
"Ndufb8"	3.0285683271623e-181	0.307328471758317	0.901	0.695	1.00478811390264e-176	"Dividing Microglia"	"Ndufb8"
"Ubl4a"	4.11491245375325e-181	0.262707993547852	0.631	0.34	1.36520450478172e-176	"Dividing Microglia"	"Ubl4a"
"Rad21"	4.71079157250981e-181	0.259041356743101	0.468	0.22	1.56289932001158e-176	"Dividing Microglia"	"Rad21"
"Ptges3"	5.13407523791965e-181	0.331585685163367	0.807	0.521	1.7033321416846e-176	"Dividing Microglia"	"Ptges3"
"Tomm5"	1.38753474594471e-180	0.351804167382377	0.698	0.417	4.60342402662075e-176	"Dividing Microglia"	"Tomm5"
"Dnajc19"	1.56974702790835e-180	0.30137109546434	0.738	0.448	5.20794971449154e-176	"Dividing Microglia"	"Dnajc19"
"Tmem14c"	7.57466808855442e-179	0.301537496105506	0.87	0.644	2.5130476317397e-174	"Dividing Microglia"	"Tmem14c"
"Nedd8"	1.326649826116e-177	0.296140075176526	0.939	0.778	4.40142612810505e-173	"Dividing Microglia"	"Nedd8"
"Cenpx"	1.91562601326443e-177	0.304114452816957	0.815	0.561	6.3554724242074e-173	"Dividing Microglia"	"Cenpx"
"Phf5a"	2.0138425552747e-177	0.256026749403977	0.655	0.364	6.68132544563489e-173	"Dividing Microglia"	"Phf5a"
"Tomm40"	1.57402875888598e-176	0.331066843530542	0.573	0.304	5.22215521335601e-172	"Dividing Microglia"	"Tomm40"
"Swi5"	6.37476826093656e-176	0.297044555549782	0.886	0.656	2.11495686593092e-171	"Dividing Microglia"	"Swi5"
"Uqcc2"	1.84363314772352e-175	0.303159568123477	0.84	0.575	6.11662169420234e-171	"Dividing Microglia"	"Uqcc2"
"Ap2s1"	2.06646901298855e-175	0.31044045084599	0.855	0.622	6.85592424439211e-171	"Dividing Microglia"	"Ap2s1"
"Npl"	1.1919909065948e-174	0.313988484881784	0.649	0.373	3.95466823080956e-170	"Dividing Microglia"	"Npl"
"Pole4"	1.2932109444137e-174	0.279776266370052	0.694	0.408	4.29048595028134e-170	"Dividing Microglia"	"Pole4"
"Psmb2"	1.03267749220623e-173	0.300440132405782	0.895	0.674	3.42611411589262e-169	"Dividing Microglia"	"Psmb2"
"Cox6c"	1.0471176732953e-173	0.265230581884266	0.972	0.877	3.47402230469182e-169	"Dividing Microglia"	"Cox6c"
"Park7"	2.41089828123461e-172	0.303193927638102	0.924	0.732	7.99863722765208e-168	"Dividing Microglia"	"Park7"
"Hnrnpa1"	2.84275171574064e-172	0.322707880087273	0.94	0.76	9.43139736731272e-168	"Dividing Microglia"	"Hnrnpa1"
"Hspd1"	9.36878967968287e-172	0.448734040060624	0.765	0.497	3.10828335202839e-167	"Dividing Microglia"	"Hspd1"
"Nop56"	1.07095753545092e-171	0.331272283536999	0.641	0.353	3.55311581536552e-167	"Dividing Microglia"	"Nop56"
"Srsf7"	1.26993796949227e-171	0.289442444750844	0.778	0.479	4.21327320138451e-167	"Dividing Microglia"	"Srsf7"
"Cct7"	1.97661551431806e-171	0.331774359094328	0.806	0.537	6.55781729185302e-167	"Dividing Microglia"	"Cct7"
"Nop58"	3.7506315821331e-171	0.336302875887823	0.577	0.305	1.2443470400043e-166	"Dividing Microglia"	"Nop58"
"Fkbp4"	4.13575101448643e-171	0.321543488600881	0.637	0.362	1.37211811407616e-166	"Dividing Microglia"	"Fkbp4"
"Apex1"	5.07059418662562e-171	0.266673054815335	0.615	0.336	1.68227103329678e-166	"Dividing Microglia"	"Apex1"
"Mrpl15"	1.12728184469247e-169	0.281232487271765	0.594	0.32	3.73998297613622e-165	"Dividing Microglia"	"Mrpl15"
"Rack1"	1.2795250132445e-169	0.284161006116684	0.989	0.939	4.24508013644129e-165	"Dividing Microglia"	"Rack1"
"Jpt1"	2.16936584001701e-169	0.336754490019148	0.856	0.659	7.19730504742442e-165	"Dividing Microglia"	"Jpt1"
"Dbi"	5.90428682314776e-169	0.34793188230824	0.916	0.747	1.95886523931573e-164	"Dividing Microglia"	"Dbi"
"Prelid1"	6.28860248447939e-169	0.317780528185242	0.847	0.624	2.08636964627573e-164	"Dividing Microglia"	"Prelid1"
"Tuba1c"	1.26954378690415e-167	0.356204796110144	0.656	0.396	4.2119654218119e-163	"Dividing Microglia"	"Tuba1c"
"Smdt1"	2.71031170140733e-166	0.289805806538461	0.912	0.74	8.99200113175909e-162	"Dividing Microglia"	"Smdt1"
"Cox6b1"	5.04485045457368e-166	0.257452221744241	0.978	0.894	1.67373003531391e-161	"Dividing Microglia"	"Cox6b1"
"Ndufs5"	1.13357209419047e-165	0.293017452633202	0.875	0.647	3.76085213689574e-161	"Dividing Microglia"	"Ndufs5"
"Sem1"	1.22448934756686e-165	0.268186344889066	0.968	0.861	4.06248830842258e-161	"Dividing Microglia"	"Sem1"
"Cox6a1"	1.16524866145873e-164	0.265894605869763	0.948	0.86	3.86594548412162e-160	"Dividing Microglia"	"Cox6a1"
"Ebna1bp2"	1.60399531110978e-163	0.308070407387113	0.611	0.338	5.32157524366893e-159	"Dividing Microglia"	"Ebna1bp2"
"Eef1e1"	1.67455690256713e-162	0.290318672159917	0.561	0.3	5.55567743564697e-158	"Dividing Microglia"	"Eef1e1"
"Atic"	2.77688321739821e-162	0.286854832009912	0.441	0.212	9.21286545036204e-158	"Dividing Microglia"	"Atic"
"Cops6"	1.89396409146751e-161	0.277408118591776	0.74	0.451	6.28360466626175e-157	"Dividing Microglia"	"Cops6"
"Ndufb6"	3.22672803571293e-161	0.294398462786454	0.742	0.462	1.07053156040848e-156	"Dividing Microglia"	"Ndufb6"
"Srsf3"	6.47761053869266e-161	0.294558845139475	0.902	0.672	2.14907684842206e-156	"Dividing Microglia"	"Srsf3"
"Snx2"	9.28853869719134e-161	0.29701984027227	0.748	0.467	3.08165848356717e-156	"Dividing Microglia"	"Snx2"
"Tsn"	2.61137103680268e-159	0.252423816480245	0.742	0.45	8.66374568880026e-155	"Dividing Microglia"	"Tsn"
"Fkbp2"	2.84838607883593e-159	0.321012235390658	0.845	0.641	9.45009049375396e-155	"Dividing Microglia"	"Fkbp2"
"Psma4"	8.76439996973482e-159	0.293507113010931	0.84	0.575	2.90776497795892e-154	"Dividing Microglia"	"Psma4"
"Tma7"	9.55584547373812e-159	0.271164656224472	0.937	0.805	3.1703428528221e-154	"Dividing Microglia"	"Tma7"
"Mydgf"	2.60718753056885e-156	0.278179039116417	0.837	0.578	8.64986607016827e-152	"Dividing Microglia"	"Mydgf"
"Lsm7"	8.19262305950886e-155	0.250873657263058	0.605	0.333	2.71806655245326e-150	"Dividing Microglia"	"Lsm7"
"Fkbp1a"	1.04389004741801e-154	0.298572638757363	0.849	0.611	3.46331401031873e-150	"Dividing Microglia"	"Fkbp1a"
"Vdac3"	3.37182625137789e-154	0.269287092404618	0.76	0.483	1.11867079541964e-149	"Dividing Microglia"	"Vdac3"
"Calm3"	4.44030755380739e-153	0.31519883979994	0.813	0.58	1.47316083712668e-148	"Dividing Microglia"	"Calm3"
"Sumo3"	4.69158158890572e-153	0.260018756849682	0.729	0.45	1.55652602375125e-148	"Dividing Microglia"	"Sumo3"
"Hprt"	2.02079452392307e-152	0.27607469629666	0.878	0.66	6.70438999201958e-148	"Dividing Microglia"	"Hprt"
"Gatm"	2.8393056555857e-152	0.341351893835953	0.854	0.626	9.41996437353666e-148	"Dividing Microglia"	"Gatm"
"Rpl12"	1.63479162226285e-151	0.255320043815591	0.996	0.966	5.42374816518146e-147	"Dividing Microglia"	"Rpl12"
"Ahsa1"	7.9549682089252e-151	0.273539640265152	0.683	0.414	2.63921980267511e-146	"Dividing Microglia"	"Ahsa1"
"Pdcd5"	3.64931901766431e-150	0.323121003259726	0.82	0.559	1.21073457049049e-145	"Dividing Microglia"	"Pdcd5"
"Ndufb7"	8.34585490050603e-149	0.280633948036118	0.874	0.648	2.76890428034089e-144	"Dividing Microglia"	"Ndufb7"
"Mdh2"	1.25111951232088e-148	0.299333010817318	0.861	0.624	4.15083920602697e-144	"Dividing Microglia"	"Mdh2"
"Cct3"	2.47256985528851e-148	0.344695686425331	0.728	0.454	8.20324500889068e-144	"Dividing Microglia"	"Cct3"
"Psmb3"	5.66760368017263e-148	0.283221716047499	0.889	0.662	1.88034087297087e-143	"Dividing Microglia"	"Psmb3"
"Mrps14"	3.80502047542067e-147	0.275263535995536	0.802	0.53	1.26239164313032e-142	"Dividing Microglia"	"Mrps14"
"Aurkaip1"	4.27831903221871e-146	0.254325988664749	0.782	0.514	1.4194179053192e-141	"Dividing Microglia"	"Aurkaip1"
"Snrpg"	4.38718338765823e-145	0.304844604507026	0.924	0.762	1.45553583252337e-140	"Dividing Microglia"	"Snrpg"
"Arpp19"	1.55185722398869e-144	0.260180892740345	0.871	0.673	5.14859671202728e-140	"Dividing Microglia"	"Arpp19"
"Rwdd1"	1.68630605237835e-144	0.25966770108453	0.671	0.401	5.59465758997564e-140	"Dividing Microglia"	"Rwdd1"
"Ndufs6"	9.53759056245319e-144	0.275980522249124	0.805	0.551	3.1642864209051e-139	"Dividing Microglia"	"Ndufs6"
"Tmem167"	1.38320305032236e-143	0.267315592766176	0.783	0.51	4.58905276005448e-139	"Dividing Microglia"	"Tmem167"
"Gadd45gip1"	3.9915979221209e-143	0.255540575965284	0.707	0.429	1.32429244262205e-138	"Dividing Microglia"	"Gadd45gip1"
"Ndufa8"	1.07965102853188e-141	0.263447131914173	0.816	0.567	3.58195821736023e-137	"Dividing Microglia"	"Ndufa8"
"Ybx3"	2.75451077029024e-141	0.370336624383173	0.386	0.185	9.13864038259194e-137	"Dividing Microglia"	"Ybx3"
"G3bp1"	6.65539276559793e-141	0.258271363330953	0.802	0.535	2.20805965784242e-136	"Dividing Microglia"	"G3bp1"
"Naa50"	3.44156907648825e-140	0.25519660236919	0.751	0.48	1.14180937250651e-135	"Dividing Microglia"	"Naa50"
"Psma6"	1.54343293719461e-139	0.294069027135445	0.801	0.536	5.12064745573056e-135	"Dividing Microglia"	"Psma6"
"Ppp1ca"	4.38542479902247e-139	0.250687692428292	0.921	0.8	1.45495238557168e-134	"Dividing Microglia"	"Ppp1ca"
"Cct8"	4.44263209581239e-139	0.338613841541693	0.802	0.554	1.47393205042768e-134	"Dividing Microglia"	"Cct8"
"Capg"	4.57249680354523e-139	0.33926318787962	0.831	0.628	1.5170172645122e-134	"Dividing Microglia"	"Capg"
"Ifitm2"	7.32049010261241e-138	0.279211152192722	0.643	0.388	2.42871900134372e-133	"Dividing Microglia"	"Ifitm2"
"Ms4a6c"	4.50330786854936e-137	0.271015910702385	0.827	0.569	1.49406245154862e-132	"Dividing Microglia"	"Ms4a6c"
"Uqcrb"	6.02471949940905e-137	0.263599017690725	0.952	0.825	1.99882118831894e-132	"Dividing Microglia"	"Uqcrb"
"Psma1"	1.26771273401004e-136	0.264535071774012	0.862	0.627	4.20589053762511e-132	"Dividing Microglia"	"Psma1"
"Atp5k"	2.8360967370351e-136	0.267501061549322	0.896	0.693	9.40931814446134e-132	"Dividing Microglia"	"Atp5k"
"Psmb5"	2.19197361430788e-135	0.256913021879286	0.832	0.584	7.27231086018924e-131	"Dividing Microglia"	"Psmb5"
"Ssb"	3.75786662065875e-135	0.265982244395061	0.803	0.559	1.24674740873595e-130	"Dividing Microglia"	"Ssb"
"1810037I17Rik"	2.81716773313343e-133	0.274185552490498	0.805	0.571	9.34651738821679e-129	"Dividing Microglia"	"1810037I17Rik"
"Ndufb9"	6.09860401679158e-133	0.258114844657831	0.878	0.669	2.02333385465094e-128	"Dividing Microglia"	"Ndufb9"
"Macroh2a1"	2.26141182580986e-132	0.259847830791844	0.711	0.454	7.50268601448938e-128	"Dividing Microglia"	"Macroh2a1"
"Tkt"	9.33158758544163e-132	0.261587812724431	0.798	0.548	3.09594081322197e-127	"Dividing Microglia"	"Tkt"
"Mrto4"	1.7150872940173e-129	0.258843776023341	0.518	0.286	5.6901451153612e-125	"Dividing Microglia"	"Mrto4"
"Tmem147"	1.08822712921513e-127	0.250310354437656	0.744	0.489	3.61041114659704e-123	"Dividing Microglia"	"Tmem147"
"Ncl"	1.90998007411082e-127	0.424798199508265	0.932	0.768	6.33674089187747e-123	"Dividing Microglia"	"Ncl"
"C1qbp"	3.18057140410732e-127	0.362263399572581	0.628	0.401	1.05521817474068e-122	"Dividing Microglia"	"C1qbp"
"Eif3g"	2.13629262602411e-126	0.286728253489283	0.739	0.487	7.0875780453602e-122	"Dividing Microglia"	"Eif3g"
"Cnbp"	4.31335847083474e-126	0.295918914089254	0.906	0.726	1.43104293986884e-121	"Dividing Microglia"	"Cnbp"
"Sdf2l1"	1.57739673660193e-125	0.278530053742986	0.841	0.657	5.23332915302421e-121	"Dividing Microglia"	"Sdf2l1"
"Hsp90ab1"	5.15872447174809e-125	0.266604597528325	0.994	0.955	1.71151001799186e-120	"Dividing Microglia"	"Hsp90ab1"
"Manf"	6.35955748930953e-124	0.261362876357289	0.884	0.674	2.10991038822822e-119	"Dividing Microglia"	"Manf"
"Slirp"	1.18400314638167e-122	0.264495638290737	0.82	0.577	3.92816723875047e-118	"Dividing Microglia"	"Slirp"
"Eif3i"	1.42848644120457e-120	0.267995438323544	0.874	0.662	4.7392894659844e-116	"Dividing Microglia"	"Eif3i"
"Cct5"	1.56814353000083e-119	0.281461226332258	0.855	0.627	5.20262978948375e-115	"Dividing Microglia"	"Cct5"
"Ccl12"	1.62515162003474e-117	0.78668374160764	0.778	0.598	5.39176552978924e-113	"Dividing Microglia"	"Ccl12"
"Metap2"	2.13860340742468e-117	0.251290409732531	0.834	0.606	7.09524452481285e-113	"Dividing Microglia"	"Metap2"
"Ccnd1"	1.58853440254135e-115	0.25041410610634	0.503	0.281	5.27028058731145e-111	"Dividing Microglia"	"Ccnd1"
"Emp3"	1.79335660993275e-115	0.302305590985039	0.841	0.661	5.94981922477387e-111	"Dividing Microglia"	"Emp3"
"Lgals1"	6.69913487116719e-114	0.505324062352564	0.686	0.498	2.22257197620714e-109	"Dividing Microglia"	"Lgals1"
"Ppp1r14b"	1.17535033472646e-111	0.388103038182681	0.65	0.427	3.89945980552196e-107	"Dividing Microglia"	"Ppp1r14b"
"Ccl2"	3.61565064734007e-105	0.312491699276062	0.681	0.461	1.19956441526802e-100	"Dividing Microglia"	"Ccl2"
"Ccnd2"	2.45791910274707e-103	0.273349326284665	0.248	0.111	8.15463820718397e-99	"Dividing Microglia"	"Ccnd2"
"Fxyd5"	6.92659660600491e-102	0.250715849975049	0.795	0.584	2.29803695597425e-97	"Dividing Microglia"	"Fxyd5"
"Eif2s2"	1.15499628260816e-100	0.264891463851569	0.941	0.796	3.83193116680908e-96	"Dividing Microglia"	"Eif2s2"
"Cct2"	1.15497239083709e-98	0.271347146834244	0.784	0.556	3.83185190108022e-94	"Dividing Microglia"	"Cct2"
"Hspe1"	9.33961278915648e-97	0.28969173391516	0.967	0.876	3.09860333505845e-92	"Dividing Microglia"	"Hspe1"
"Taf10"	3.64416418276961e-86	0.286318518840542	0.5	0.323	1.20902435091747e-81	"Dividing Microglia"	"Taf10"
"Atp5o"	2.21540042502943e-66	0.312297791382949	0.51	0.377	7.35003399012015e-62	"Dividing Microglia"	"Atp5o"
"Spp11"	9.06338554096607e-63	0.304577049274198	0.881	0.775	3.00695942092631e-58	"Dividing Microglia"	"Spp1"
"Arl6ip1"	1.17613000981491e-48	0.381615883568932	0.853	0.759	3.90204653356291e-44	"Dividing Microglia"	"Arl6ip1"
"Nme2"	6.50462579500533e-42	0.413641187138084	0.451	0.31	2.15803970000892e-37	"Dividing Microglia"	"Nme2"
"Lgals3"	0	2.01710091658061	0.972	0.507	0	"Migrating Microglia"	"Lgals3"
"Npy"	0	1.90877432767381	0.331	0.053	0	"Migrating Microglia"	"Npy"
"Vim"	0	1.50579248462797	0.944	0.512	0	"Migrating Microglia"	"Vim"
"Plin2"	0	1.38349057827533	0.977	0.612	0	"Migrating Microglia"	"Plin2"
"Adam8"	0	1.367833211817	0.81	0.21	0	"Migrating Microglia"	"Adam8"
"Lgals11"	0	1.26645582047249	0.865	0.5	0	"Migrating Microglia"	"Lgals1"
"Lilr4b"	0	1.02492910347613	0.568	0.167	0	"Migrating Microglia"	"Lilr4b"
"Dab2"	0	1.0078545583984	0.855	0.399	0	"Migrating Microglia"	"Dab2"
"Fth1"	0	0.976332879708814	1	1	0	"Migrating Microglia"	"Fth1"
"Anxa2"	0	0.941175926933103	0.826	0.333	0	"Migrating Microglia"	"Anxa2"
"Pkm1"	0	0.939967931177729	0.989	0.839	0	"Migrating Microglia"	"Pkm"
"Cstb"	0	0.907756093820187	0.989	0.832	0	"Migrating Microglia"	"Cstb"
"Anxa51"	0	0.889764945990513	0.964	0.573	0	"Migrating Microglia"	"Anxa5"
"Ftl1"	0	0.88225784489955	0.999	0.999	0	"Migrating Microglia"	"Ftl1"
"Hilpda"	0	0.873646495938561	0.734	0.281	0	"Migrating Microglia"	"Hilpda"
"Capg1"	0	0.838067262003039	0.952	0.635	0	"Migrating Microglia"	"Capg"
"Aldoa"	0	0.710446088698859	0.991	0.864	0	"Migrating Microglia"	"Aldoa"
"Cd631"	0	0.693165262050294	0.996	0.95	0	"Migrating Microglia"	"Cd63"
"Vat1"	0	0.676415694683198	0.69	0.197	0	"Migrating Microglia"	"Vat1"
"Emp1"	0	0.674467426827938	0.473	0.081	0	"Migrating Microglia"	"Emp1"
"Iqgap1"	0	0.621367025016232	0.694	0.237	0	"Migrating Microglia"	"Iqgap1"
"Cd44"	0	0.606724485902869	0.558	0.177	0	"Migrating Microglia"	"Cd44"
"Serpinb6a"	0	0.582627587095346	0.54	0.169	0	"Migrating Microglia"	"Serpinb6a"
"Mdfic"	0	0.382844646850186	0.512	0.132	0	"Migrating Microglia"	"Mdfic"
"Htr2b"	0	0.338391717152518	0.362	0.048	0	"Migrating Microglia"	"Htr2b"
"Cd68"	6.76609882227491e-304	0.666784227411995	0.98	0.93	2.24478860626615e-299	"Migrating Microglia"	"Cd68"
